timestep Temp E_pair E_mol TotEng
10000 141.12102 -726.66368 632.53707 1167.8382
15000 297.82475 -805.00034 1276.9208 3135.1975
20000 299.35177 -942.46327 1298.198 3032.667
25000 304.8233 -1106.2722 1283.7076 2903.2964
30000 295.36786 -1240.9341 1277.688 2678.0603
35000 308.02543 -1408.9164 1234.0078 2579.5873
40000 303.37616 -1487.1492 1227.8973 2453.6681
45000 301.44033 -1632.8021 1304.1971 2367.0041
50000 303.32339 -1757.944 1287.4034 2241.9076
55000 296.33581 -1867.0383 1297.5877 2080.5118
60000 300.58905 -1979.3077 1240.7754 1949.4643
65000 296.2607 -2007.2911 1340.1249 1982.1244
70000 304.66127 -2059.3094 1231.4098 1896.5126
75000 293.56442 -2146.0059 1293.2 1772.3734
80000 303.99003 -2249.4513 1264.0231 1732.9815
85000 303.86664 -2263.9448 1253.0776 1706.439
90000 300.31487 -2290.1765 1278.2334 1673.6016
95000 305.10959 -2301.8449 1235.1329 1661.7091
100000 303.98978 -2344.6941 1257.0402 1630.7535
105000 307.59802 -2394.7804 1260.6362 1616.5297
110000 295.79443 -2433.2039 1258.8069 1470.724
115000 297.44253 -2471.8583 1223.1713 1411.172
120000 295.99627 -2475.3873 1290.284 1461.8226
125000 306.60706 -2520.345 1219.0489 1440.5161
130000 301.09266 -2532.9085 1248.3464 1407.9379
135000 296.98478 -2611.7115 1323.3244 1367.3785
140000 305.02962 -2622.2492 1268.8037 1374.2606
145000 299.04942 -2684.0108 1266.0235 1256.2413
150000 297.50487 -2774.0133 1215.5796 1101.9828
155000 302.98405 -2823.5183 1231.6735 1117.569
160000 304.48697 -2837.5662 1258.5722 1143.8595
165000 303.32307 -2861.3804 1287.932 1138.9969
170000 304.57661 -2884.4805 1236.3695 1075.544
175000 302.88812 -2906.8924 1254.2037 1055.8672
180000 305.88492 -2914.2123 1237.2103 1058.3526
185000 296.94733 -2966.1586 1286.26 975.53218
190000 304.97961 -2975.146 1213.2311 965.34402
195000 305.95528 -3033.8922 1258.1135 960.205
