timestep c_coords
1335000 306
1340000 304
1345000 304
1350000 303
1355000 302
1360000 302
1365000 300
1370000 300
1375000 300
1380000 301
1385000 301
1390000 303
1395000 306
1400000 304
1405000 304
1410000 305
1415000 304
1420000 304
1425000 302
1430000 300
1435000 300
1440000 298
1445000 297
1450000 297
1455000 297
1460000 297
1465000 300
1470000 298
1475000 294
1480000 294
1485000 295
1490000 297
1495000 299
1500000 298
1505000 298
1510000 297
1515000 301
1520000 303
1525000 303
1530000 301
1535000 298
1540000 298
1545000 299
1550000 300
1555000 300
1560000 300
1565000 301
1570000 299
1575000 302
1580000 301
1585000 299
1590000 299
1595000 299
1600000 302
1605000 301
1610000 301
1615000 302
1620000 301
1625000 302
1630000 299
1635000 298
1640000 298
1645000 298
1650000 299
1655000 299
1660000 299
1665000 301
1670000 302
1675000 300
1680000 302
1685000 304
1690000 302
1695000 301
1700000 300
1705000 302
1710000 302
1715000 304
1720000 305
1725000 306
1730000 303
1735000 303
1740000 304
1745000 301
1750000 301
1755000 300
1760000 301
1765000 302
1770000 303
1775000 304
1780000 303
1785000 302
1790000 302
1795000 301
1800000 300
1805000 303
1810000 304
1815000 304
1820000 305
1825000 304
1830000 304
1835000 305
1840000 305
1845000 306
1850000 304
1855000 302
1860000 305
1865000 307
1870000 307
1875000 306
1880000 306
1885000 305
1890000 305
1895000 305
1900000 303
1905000 303
1910000 303
1915000 302
1920000 304
1925000 304
1930000 305
1935000 304
1940000 302
1945000 301
1950000 303
1955000 302
1960000 303
1965000 301
1970000 302
1975000 301
1980000 301
1985000 301
1990000 297
1995000 295
2000000 295
2005000 295
2010000 296
2015000 298
2020000 299
2025000 297
2030000 294
2035000 295
2040000 300
2045000 300
2050000 300
2055000 301
2060000 302
2065000 303
2070000 302
2075000 299
2080000 298
2085000 297
2090000 295
2095000 295
2100000 295
2105000 297
2110000 297
2115000 297
2120000 300
2125000 299
2130000 298
2135000 300
2140000 299
2145000 298
2150000 296
2155000 297
2160000 298
2165000 296
2170000 299
2175000 300
2180000 300
2185000 299
2190000 298
2195000 299
2200000 301
2205000 299
2210000 298
2215000 297
2220000 297
2225000 296
2230000 294
2235000 294
2240000 295
2245000 296
2250000 295
2255000 297
2260000 296
2265000 296
2270000 296
2275000 296
2280000 297
2285000 296
2290000 295
2295000 295
2300000 296
2305000 297
2310000 297
2315000 294
2320000 296
2325000 297
2330000 294
2335000 296
2340000 297
2345000 297
2350000 296
2355000 295
2360000 293
2365000 294
2370000 293
2375000 294
2380000 297
2385000 297
2390000 296
2395000 295
2400000 297
2405000 298
2410000 300
2415000 297
2420000 298
2425000 299
2430000 296
2435000 294
2440000 295
2445000 294
2450000 293
2455000 295
2460000 296
2465000 297
2470000 300
2475000 302
2480000 302
2485000 303
2490000 304
2495000 304
2500000 303
2505000 301
2510000 301
2515000 302
2520000 304
2525000 302
2530000 301
2535000 301
2540000 306
2545000 309
2550000 306
2555000 305
2560000 304
2565000 304
2570000 303
2575000 304
2580000 304
2585000 303
2590000 302
2595000 305
2600000 302
2605000 302
2610000 307
2615000 307
2620000 307
2625000 306
2630000 305
2635000 304
2640000 304
2645000 302
2650000 302
2655000 302
2660000 304
2665000 303
2670000 302
2675000 301
2680000 301
2685000 301
2690000 298
2695000 298
2700000 297
2705000 296
2710000 297
2715000 298
2720000 302
2725000 302
2730000 304
2735000 304
2740000 304
2745000 300
2750000 301
2755000 300
2760000 299
2765000 299
2770000 300
2775000 297
2780000 298
2785000 300
2790000 303
2795000 301
2800000 302
2805000 303
2810000 304
2815000 302
2820000 301
2825000 303
2830000 302
2835000 302
2840000 302
2845000 302
2850000 303
2855000 303
2860000 304
2865000 305
2870000 305
2875000 305
2880000 302
2885000 303
2890000 303
2895000 302
2900000 303
2905000 304
2910000 302
2915000 300
2920000 300
2925000 301
2930000 302
2935000 301
2940000 300
2945000 300
2950000 301
2955000 301
2960000 298
2965000 298
2970000 301
2975000 302
2980000 305
2985000 303
2990000 302
2995000 301
3000000 303
3005000 302
3010000 302
3015000 302
3020000 304
3025000 307
3030000 308
3035000 307
3040000 307
3045000 305
3050000 305
3055000 306
3060000 306
3065000 306
3070000 305
3075000 308
3080000 306
3085000 304
3090000 302
3095000 302
3100000 302
3105000 301
3110000 301
3115000 300
3120000 299
3125000 298
3130000 297
3135000 296
3140000 299
3145000 300
3150000 302
3155000 300
3160000 299
3165000 298
3170000 299
3175000 299
3180000 299
3185000 300
3190000 300
3195000 300
3200000 300
3205000 299
3210000 297
3215000 297
3220000 296
3225000 298
3230000 298
3235000 296
3240000 295
3245000 297
3250000 299
3255000 300
3260000 300
3265000 301
3270000 303
3275000 301
3280000 302
3285000 303
3290000 303
3295000 304
3300000 301
3305000 303
3310000 303
3315000 302
3320000 302
3325000 304
3330000 307
3335000 308
3340000 305
3345000 305
3350000 306
3355000 304
3360000 305
3365000 303
3370000 303
3375000 304
3380000 304
3385000 304
3390000 306
3395000 305
3400000 305
3405000 306
3410000 308
3415000 304
3420000 306
3425000 305
3430000 307
3435000 308
3440000 309
3445000 308
3450000 306
3455000 307
3460000 308
3465000 307
3470000 307
3475000 309
3480000 308
3485000 309
3490000 307
3495000 307
3500000 305
3505000 304
3510000 306
3515000 303
3520000 300
3525000 298
3530000 295
3535000 295
3540000 298
3545000 299
3550000 300
3555000 299
3560000 301
3565000 302
3570000 301
3575000 303
3580000 302
3585000 303
3590000 304
3595000 300
3600000 302
3605000 303
3610000 302
3615000 302
3620000 304
3625000 303
3630000 303
3635000 303
3640000 304
3645000 305
3650000 303
3655000 306
3660000 302
3665000 302
3670000 302
3675000 301
3680000 303
3685000 302
3690000 302
3695000 301
3700000 300
3705000 298
3710000 295
3715000 297
3720000 299
3725000 301
3730000 297
3735000 298
3740000 299
3745000 295
3750000 296
3755000 298
3760000 299
3765000 300
3770000 302
3775000 303
3780000 303
3785000 303
3790000 301
3795000 299
3800000 295
3805000 294
3810000 296
3815000 300
3820000 303
3825000 304
3830000 301
3835000 301
3840000 301
3845000 303
3850000 306
3855000 305
3860000 305
3865000 305
3870000 305
3875000 305
3880000 304
3885000 304
3890000 303
3895000 301
3900000 300
3905000 300
3910000 299
3915000 300
3920000 301
3925000 298
3930000 301
3935000 299
3940000 298
3945000 299
3950000 299
3955000 299
3960000 299
3965000 299
3970000 300
3975000 299
3980000 299
3985000 302
3990000 304
3995000 304
4000000 305
4005000 304
4010000 303
4015000 302
4020000 300
4025000 298
4030000 300
4035000 304
4040000 304
4045000 304
4050000 301
4055000 298
4060000 298
4065000 299
4070000 299
4075000 299
4080000 297
4085000 298
4090000 300
4095000 302
4100000 302
4105000 302
4110000 300
4115000 300
4120000 301
4125000 302
4130000 302
4135000 302
4140000 302
4145000 301
4150000 302
4155000 301
4160000 300
4165000 297
4170000 300
4175000 298
4180000 299
4185000 297
4190000 297
4195000 293
4200000 299
4205000 299
4210000 301
4215000 301
4220000 298
4225000 297
4230000 300
4235000 301
4240000 300
4245000 300
4250000 301
4255000 301
4260000 303
4265000 301
4270000 301
4275000 299
4280000 299
4285000 299
4290000 300
4295000 299
4300000 301
4305000 304
4310000 304
4315000 304
4320000 305
4325000 308
4330000 307
4335000 306
4340000 305
4345000 306
4350000 306
4355000 305
4360000 306
4365000 306
4370000 302
4375000 300
4380000 299
4385000 299
4390000 302
4395000 302
4400000 301
4405000 301
4410000 302
4415000 302
4420000 304
4425000 304
4430000 305
4435000 306
4440000 305
4445000 307
4450000 306
4455000 304
4460000 304
4465000 303
4470000 302
4475000 300
4480000 299
4485000 302
4490000 300
4495000 298
4500000 298
4505000 299
4510000 298
4515000 299
4520000 299
4525000 300
4530000 301
4535000 298
4540000 296
4545000 296
4550000 297
4555000 297
4560000 299
4565000 297
4570000 297
4575000 298
4580000 300
4585000 298
4590000 298
4595000 297
4600000 297
4605000 295
4610000 297
4615000 298
4620000 296
4625000 293
4630000 295
4635000 294
4640000 292
4645000 293
4650000 297
4655000 298
4660000 296
4665000 300
4670000 301
4675000 301
4680000 301
4685000 299
4690000 299
4695000 299
4700000 301
4705000 299
4710000 297
4715000 295
4720000 296
4725000 298
4730000 295
4735000 294
4740000 294
4745000 293
4750000 291
4755000 292
4760000 294
4765000 294
4770000 295
4775000 297
4780000 296
4785000 300
4790000 300
4795000 300
4800000 299
4805000 300
4810000 298
4815000 296
4820000 295
4825000 297
4830000 301
4835000 301
4840000 300
4845000 298
4850000 304
4855000 302
4860000 303
4865000 305
4870000 305
4875000 302
4880000 304
4885000 305
4890000 308
4895000 307
4900000 308
4905000 306
4910000 304
4915000 304
4920000 303
4925000 303
4930000 304
4935000 303
4940000 302
4945000 303
4950000 303
4955000 302
4960000 303
4965000 301
4970000 301
4975000 300
4980000 300
4985000 301
4990000 301
4995000 301
5000000 301
5005000 300
5010000 299
