timestep c_coords2
10000 26
15000 33
20000 37
25000 44
30000 51
35000 55
40000 70
45000 83
50000 100
55000 112
60000 128
65000 137
70000 148
75000 160
80000 172
85000 177
90000 183
95000 187
100000 193
105000 193
110000 198
115000 204
120000 209
125000 210
130000 218
135000 228
140000 235
145000 246
150000 250
155000 256
160000 258
165000 270
170000 278
175000 279
180000 286
185000 288
190000 296
195000 301
200000 305
205000 307
210000 314
215000 323
220000 324
225000 329
230000 332
235000 335
240000 344
245000 353
250000 353
255000 359
260000 362
265000 365
270000 360
275000 364
280000 364
285000 366
290000 372
295000 374
300000 376
305000 376
310000 374
315000 378
320000 380
325000 382
330000 381
335000 382
340000 381
345000 381
350000 386
355000 383
360000 383
365000 382
370000 383
375000 386
380000 387
385000 388
390000 389
395000 387
400000 391
405000 388
410000 389
415000 384
420000 386
425000 389
430000 387
435000 389
440000 390
445000 392
450000 392
455000 392
460000 392
465000 389
470000 389
475000 387
480000 391
485000 390
490000 394
495000 396
500000 400
505000 398
510000 396
515000 396
520000 395
525000 403
530000 400
535000 398
540000 398
545000 396
550000 394
555000 392
560000 389
565000 391
570000 392
575000 390
580000 390
585000 392
590000 392
595000 393
600000 394
605000 393
610000 392
615000 392
620000 397
625000 399
630000 399
635000 396
640000 394
645000 401
650000 400
655000 396
660000 396
665000 394
670000 398
675000 395
680000 392
685000 397
690000 396
695000 397
700000 396
705000 395
710000 395
715000 393
720000 399
725000 394
730000 397
735000 400
740000 400
745000 397
750000 402
755000 400
760000 403
765000 404
770000 404
775000 405
780000 406
785000 413
790000 411
795000 411
800000 409
805000 407
810000 404
815000 403
820000 398
825000 400
830000 395
835000 396
840000 398
845000 394
850000 396
855000 398
860000 399
865000 404
870000 405
875000 401
880000 407
885000 400
890000 407
895000 405
900000 400
905000 401
910000 405
915000 408
920000 405
925000 405
930000 409
935000 410
940000 413
945000 406
950000 409
955000 410
960000 413
965000 408
970000 406
975000 406
980000 406
985000 409
990000 409
995000 409
1000000 413
1005000 420
1010000 408
1015000 411
1020000 411
1025000 411
1030000 408
1035000 412
1040000 405
1045000 408
1050000 409
1055000 407
1060000 412
1065000 416
1070000 410
1075000 411
1080000 411
1085000 411
1090000 409
1095000 411
1100000 414
1105000 415
1110000 417
1115000 411
1120000 412
1125000 412
1130000 409
1135000 408
1140000 406
1145000 411
1150000 409
1155000 416
1160000 411
1165000 407
1170000 407
1175000 406
1180000 406
1185000 407
1190000 402
1195000 402
1200000 404
1205000 401
1210000 402
1215000 402
1220000 402
1225000 407
1230000 413
1235000 407
1240000 406
1245000 401
1250000 400
1255000 402
1260000 403
1265000 409
1270000 404
1275000 404
1280000 402
1285000 404
1290000 406
1295000 407
1300000 412
1305000 411
1310000 411
1315000 411
1320000 408
1325000 416
1330000 413
1335000 406
1340000 408
1345000 409
1350000 407
1355000 405
1360000 406
1365000 408
1370000 409
1375000 411
1380000 411
1385000 414
1390000 412
1395000 417
1400000 410
1405000 410
1410000 421
1415000 414
1420000 411
1425000 415
1430000 417
1435000 414
1440000 410
1445000 411
1450000 408
1455000 409
1460000 410
1465000 408
1470000 406
1475000 404
1480000 406
1485000 405
1490000 408
1495000 405
1500000 409
1505000 406
1510000 404
1515000 409
1520000 411
1525000 412
1530000 412
1535000 415
1540000 407
1545000 407
1550000 404
1555000 403
1560000 404
1565000 408
1570000 410
1575000 407
1580000 409
1585000 410
1590000 407
1595000 411
1600000 411
1605000 412
1610000 410
1615000 411
1620000 411
1625000 413
1630000 411
1635000 407
1640000 408
1645000 401
1650000 403
1655000 407
1660000 405
1665000 401
1670000 406
1675000 413
1680000 407
1685000 409
1690000 411
1695000 409
1700000 408
1705000 403
1710000 404
1715000 403
1720000 408
1725000 409
1730000 410
1735000 411
1740000 416
1745000 413
1750000 415
1755000 417
1760000 413
1765000 413
1770000 415
1775000 410
1780000 404
1785000 407
1790000 404
1795000 408
1800000 407
1805000 403
1810000 403
1815000 402
1820000 399
1825000 402
1830000 405
1835000 402
1840000 405
1845000 403
1850000 405
1855000 401
1860000 402
1865000 401
1870000 403
1875000 399
1880000 400
1885000 402
1890000 403
1895000 403
1900000 401
1905000 406
1910000 405
1915000 407
1920000 402
1925000 404
1930000 407
1935000 403
1940000 406
1945000 404
1950000 408
1955000 411
1960000 411
1965000 413
1970000 415
1975000 407
1980000 407
1985000 408
1990000 406
1995000 405
2000000 406
2005000 412
2010000 409
2015000 407
2020000 408
2025000 410
2030000 404
2035000 409
2040000 411
2045000 411
2050000 407
2055000 404
2060000 410
2065000 411
2070000 414
2075000 414
2080000 409
2085000 406
2090000 407
2095000 405
2100000 406
2105000 402
2110000 402
2115000 402
2120000 403
2125000 397
2130000 397
2135000 400
2140000 401
2145000 404
2150000 407
2155000 406
2160000 409
2165000 407
2170000 406
2175000 403
2180000 408
2185000 410
2190000 411
2195000 409
2200000 407
2205000 407
2210000 410
2215000 410
2220000 412
2225000 410
2230000 408
2235000 412
2240000 413
2245000 410
2250000 412
2255000 412
2260000 413
2265000 414
2270000 409
2275000 409
2280000 414
2285000 412
2290000 414
2295000 415
2300000 414
2305000 418
2310000 414
2315000 416
2320000 412
2325000 413
2330000 413
2335000 413
2340000 414
2345000 412
2350000 413
2355000 413
2360000 413
2365000 413
2370000 410
2375000 415
2380000 416
2385000 422
2390000 417
2395000 422
2400000 422
2405000 419
2410000 418
2415000 416
2420000 413
2425000 414
2430000 415
2435000 409
2440000 412
2445000 413
2450000 410
2455000 408
2460000 408
2465000 407
2470000 411
2475000 413
2480000 411
2485000 411
2490000 411
2495000 409
2500000 410
2505000 407
2510000 410
2515000 407
2520000 411
2525000 407
2530000 410
2535000 412
2540000 411
2545000 406
2550000 408
2555000 405
2560000 407
2565000 403
2570000 404
2575000 399
2580000 402
2585000 405
2590000 406
2595000 409
2600000 406
2605000 406
2610000 406
2615000 408
2620000 404
2625000 407
2630000 409
2635000 407
2640000 411
2645000 411
2650000 409
2655000 412
2660000 416
2665000 416
2670000 414
2675000 414
2680000 418
2685000 414
2690000 415
2695000 412
2700000 416
2705000 419
2710000 420
2715000 413
2720000 414
2725000 410
2730000 414
2735000 411
2740000 409
2745000 412
2750000 409
2755000 409
2760000 406
2765000 409
2770000 411
2775000 412
2780000 408
2785000 405
2790000 405
2795000 411
2800000 408
2805000 409
2810000 411
2815000 412
2820000 414
2825000 412
2830000 409
2835000 409
2840000 408
2845000 404
2850000 409
2855000 410
2860000 409
2865000 413
2870000 413
2875000 414
2880000 412
2885000 411
2890000 411
2895000 410
2900000 412
