timestep c_coords
2905000 377
2910000 373
2915000 375
2920000 377
2925000 377
2930000 373
2935000 374
2940000 374
2945000 373
2950000 376
2955000 376
2960000 376
2965000 377
2970000 378
2975000 375
2980000 381
2985000 381
2990000 378
2995000 377
3000000 379
3005000 375
3010000 375
3015000 375
3020000 377
3025000 375
3030000 373
3035000 375
3040000 374
3045000 380
3050000 379
3055000 378
3060000 380
3065000 380
3070000 377
3075000 379
3080000 378
3085000 382
3090000 382
3095000 377
3100000 379
3105000 378
3110000 374
3115000 377
3120000 373
3125000 377
3130000 376
3135000 376
3140000 375
3145000 378
3150000 374
3155000 371
3160000 374
3165000 377
3170000 376
3175000 380
3180000 379
3185000 377
3190000 379
3195000 374
3200000 377
3205000 377
3210000 379
3215000 375
3220000 376
3225000 376
3230000 374
3235000 372
3240000 378
3245000 374
3250000 371
3255000 376
3260000 375
3265000 380
3270000 382
3275000 381
3280000 381
3285000 378
3290000 375
3295000 376
3300000 377
3305000 376
3310000 375
3315000 376
3320000 374
3325000 379
3330000 379
3335000 379
3340000 378
3345000 378
3350000 378
3355000 376
3360000 375
3365000 376
3370000 375
3375000 376
3380000 378
3385000 375
3390000 375
3395000 377
3400000 375
3405000 378
3410000 380
3415000 379
3420000 377
3425000 376
3430000 376
3435000 378
3440000 377
3445000 377
3450000 379
3455000 379
3460000 377
3465000 376
3470000 376
3475000 379
3480000 375
3485000 378
3490000 379
3495000 376
3500000 378
3505000 376
3510000 379
3515000 376
3520000 378
3525000 374
3530000 374
3535000 373
3540000 373
3545000 377
3550000 380
3555000 381
3560000 377
3565000 378
3570000 378
3575000 379
3580000 376
3585000 372
3590000 379
3595000 377
3600000 379
3605000 382
3610000 380
3615000 382
3620000 376
3625000 379
3630000 377
3635000 376
3640000 374
3645000 372
3650000 375
3655000 374
3660000 375
3665000 375
3670000 378
3675000 379
3680000 375
3685000 378
3690000 374
3695000 375
3700000 373
3705000 376
3710000 378
3715000 378
3720000 378
3725000 377
3730000 376
3735000 376
3740000 376
3745000 375
3750000 378
3755000 378
3760000 375
3765000 375
3770000 375
3775000 376
3780000 379
3785000 378
3790000 378
3795000 381
3800000 380
3805000 379
3810000 379
3815000 378
3820000 380
3825000 377
3830000 379
3835000 378
3840000 376
3845000 380
3850000 379
3855000 375
3860000 379
3865000 379
3870000 381
3875000 378
3880000 377
3885000 375
3890000 375
3895000 373
3900000 374
3905000 377
3910000 373
3915000 375
3920000 376
3925000 374
3930000 373
3935000 376
3940000 377
3945000 373
3950000 373
3955000 371
3960000 376
3965000 376
3970000 374
3975000 377
3980000 378
3985000 378
3990000 371
3995000 372
4000000 380
4005000 377
4010000 373
4015000 372
4020000 374
4025000 373
4030000 378
4035000 375
4040000 368
4045000 376
4050000 374
4055000 374
4060000 374
4065000 379
4070000 375
4075000 376
4080000 377
4085000 380
4090000 379
4095000 376
4100000 378
4105000 374
4110000 374
4115000 381
4120000 377
4125000 376
4130000 377
4135000 378
4140000 378
4145000 381
4150000 379
4155000 380
4160000 377
4165000 378
4170000 379
4175000 376
4180000 377
4185000 381
4190000 378
4195000 373
4200000 377
4205000 379
4210000 377
4215000 376
4220000 378
4225000 377
4230000 375
4235000 379
4240000 377
4245000 377
4250000 376
4255000 378
4260000 375
4265000 377
4270000 377
4275000 377
4280000 379
4285000 380
4290000 378
4295000 379
4300000 377
4305000 375
4310000 374
4315000 376
4320000 378
4325000 375
4330000 374
4335000 372
4340000 370
4345000 373
4350000 370
4355000 373
4360000 374
4365000 374
4370000 376
4375000 372
4380000 375
4385000 375
4390000 378
4395000 373
4400000 374
4405000 373
4410000 373
4415000 375
4420000 376
4425000 372
4430000 375
4435000 376
4440000 375
4445000 378
4450000 376
4455000 375
4460000 375
4465000 379
4470000 377
4475000 379
4480000 378
4485000 378
4490000 377
4495000 377
4500000 380
4505000 380
4510000 376
4515000 377
4520000 377
4525000 375
4530000 376
4535000 376
4540000 378
4545000 377
4550000 379
4555000 377
4560000 377
4565000 375
4570000 376
4575000 376
4580000 374
4585000 375
4590000 376
4595000 376
4600000 376
4605000 374
4610000 378
4615000 375
4620000 375
4625000 375
4630000 379
4635000 378
4640000 377
4645000 379
4650000 374
4655000 375
4660000 377
4665000 375
4670000 378
4675000 375
4680000 376
4685000 380
4690000 380
4695000 378
4700000 377
4705000 376
4710000 376
4715000 375
4720000 377
4725000 376
4730000 374
4735000 377
4740000 376
4745000 376
4750000 380
4755000 374
4760000 376
4765000 374
4770000 376
4775000 377
4780000 377
4785000 376
4790000 379
4795000 374
4800000 375
4805000 376
4810000 376
4815000 378
4820000 373
4825000 373
4830000 379
4835000 377
4840000 378
4845000 377
4850000 378
4855000 378
4860000 377
4865000 378
4870000 373
4875000 376
4880000 378
4885000 374
4890000 381
4895000 378
4900000 378
4905000 378
4910000 375
4915000 376
4920000 379
4925000 380
4930000 381
4935000 380
4940000 378
4945000 381
4950000 378
4955000 378
4960000 376
4965000 375
4970000 374
4975000 378
4980000 377
4985000 379
4990000 379
4995000 377
5000000 376
5005000 379
5010000 377
