775000 2
780000 0
785000 0
790000 0
795000 0
800000 2
805000 0
810000 1
815000 1
820000 1
825000 1
830000 0
835000 1
840000 0
845000 2
850000 1
855000 0
860000 0
865000 0
870000 0
875000 0
880000 0
885000 0
890000 0
895000 1
900000 0
905000 0
910000 0
915000 0
920000 2
925000 0
930000 1
935000 0
940000 1
945000 1
950000 0
955000 1
960000 0
965000 2
970000 2
975000 1
980000 0
985000 0
990000 1
995000 0
1000000 0
1005000 0
1010000 1
1015000 0
1020000 1
1025000 1
1030000 1
1035000 0
1040000 0
1045000 0
1050000 0
1055000 0
1060000 0
1065000 0
1070000 1
1075000 0
1080000 0
1085000 3
1090000 1
1095000 0
1100000 1
1105000 1
1110000 0
1115000 0
1120000 0
1125000 0
1130000 0
1135000 1
1140000 0
1145000 0
1150000 0
1155000 1
1160000 0
1165000 1
1170000 0
1175000 1
1180000 0
1185000 0
1190000 1
1195000 1
1200000 0
1205000 0
1210000 0
1215000 0
1220000 0
1225000 1
1230000 0
1235000 0
1240000 0
1245000 0
1250000 0
1255000 0
1260000 0
1265000 1
1270000 1
1275000 0
1280000 0
1285000 0
1290000 0
1295000 0
1300000 0
1305000 1
1310000 1
1315000 2
1320000 0
1325000 0
1330000 1
1335000 2
1340000 0
1345000 0
1350000 0
1355000 0
1360000 1
1365000 1
1370000 0
1375000 0
1380000 0
1385000 1
1390000 0
1395000 1
1400000 1
1405000 2
1410000 0
1415000 1
1420000 0
1425000 1
1430000 0
1435000 1
1440000 1
1445000 0
1450000 0
1455000 0
1460000 0
1465000 0
1470000 0
1475000 0
1480000 0
1485000 0
1490000 1
1495000 0
1500000 1
1505000 1
1510000 1
1515000 1
1520000 1
1525000 1
1530000 0
1535000 0
1540000 2
1545000 0
1550000 0
1555000 1
1560000 0
1565000 0
1570000 1
1575000 1
1580000 0
1585000 1
1590000 1
1595000 0
1600000 1
1605000 1
1610000 1
1615000 0
1620000 0
1625000 0
1630000 0
1635000 1
1640000 0
1645000 2
1650000 0
1655000 1
1660000 0
1665000 0
1670000 0
1675000 0
1680000 0
1685000 0
1690000 0
1695000 1
1700000 0
1705000 0
1710000 0
1715000 0
1720000 1
1725000 0
1730000 0
1735000 0
1740000 1
1745000 1
1750000 1
1755000 1
1760000 1
1765000 1
1770000 0
1775000 0
1780000 0
1785000 1
1790000 0
1795000 0
1800000 0
1805000 2
1810000 1
1815000 0
1820000 1
1825000 0
1830000 1
1835000 1
1840000 0
1845000 1
1850000 0
1855000 0
1860000 1
1865000 1
1870000 1
1875000 1
1880000 1
1885000 2
1890000 1
1895000 0
1900000 2
1905000 1
1910000 0
1915000 0
1920000 0
1925000 0
1930000 0
1935000 1
1940000 1
1945000 0
1950000 0
1955000 2
1960000 0
1965000 0
1970000 0
1975000 0
1980000 1
1985000 0
1990000 0
1995000 0
2000000 1
2005000 0
2010000 0
2015000 0
2020000 0
2025000 0
2030000 2
2035000 0
2040000 0
2045000 0
2050000 2
2055000 0
2060000 0
2065000 2
2070000 0
2075000 1
2080000 0
2085000 1
2090000 0
2095000 1
2100000 1
2105000 1
2110000 1
2115000 1
2120000 0
2125000 0
2130000 0
2135000 0
2140000 0
2145000 0
2150000 1
2155000 0
2160000 1
2165000 0
2170000 0
2175000 0
2180000 0
2185000 1
2190000 0
2195000 0
2200000 0
2205000 1
2210000 2
2215000 0
2220000 1
2225000 1
2230000 0
2235000 0
2240000 0
2245000 0
2250000 0
2255000 0
2260000 0
2265000 0
