timestep Temp E_pair E_mol TotEng Press
1680000 304.5187 -2112.0524 1283.7765 1894.8612 22.337243
1685000 307.78324 -2120.9431 1244.0107 1875.3977 -2.3061432
1690000 300.50804 -2124.0461 1264.4507 1827.6768 -4.0901663
1695000 304.96354 -2126.0602 1263.4239 1864.4789 20.034764
1700000 305.0922 -2115.4052 1248.5312 1861.3917 12.90684
1705000 297.7285 -2120.4147 1220.1693 1762.1709 1.9937213
1710000 305.68663 -2139.8386 1226.19 1819.9328 12.034917
1715000 304.42959 -2129.7518 1214.7144 1807.303 3.2082653
1720000 310.07648 -2115.0723 1228.1367 1885.9017 2.7871557
1725000 295.38289 -2114.1924 1190.5938 1717.8423 9.3816268
1730000 294.55593 -2130.5181 1228.2082 1731.7359 8.9212819
1735000 306.55188 -2130.5018 1238.8991 1849.716 17.172895
1740000 297.92652 -2125.2195 1242.0044 1780.972 7.3570525
1745000 297.60133 -2123.6854 1237.5391 1775.1328 22.330598
1750000 297.63291 -2114.069 1237.2608 1784.7532 -4.7970342
1755000 300.03949 -2092.4782 1261.4878 1852.0918 -1.3373324
1760000 305.70761 -2102.0286 1256.8136 1888.554 27.011658
1765000 298.66177 -2092.9846 1180.124 1757.9014 10.525383
1770000 304.30506 -2104.2824 1268.5038 1885.4481 23.892182
1775000 296.80435 -2068.9911 1265.3645 1850.5255 -9.6692559
1780000 293.44656 -2093.3378 1282.3834 1813.171 24.553962
1785000 300.49343 -2110.429 1187.8647 1764.5772 -0.6671265
1790000 305.37741 -2117.0353 1249.8863 1863.6672 27.955813
1795000 294.11289 -2103.7426 1207.5363 1733.8777 -16.561342
1800000 309.12894 -2111.7148 1249.02 1901.6691 -2.0069724
1805000 302.37004 -2095.9808 1274.8018 1882.744 -8.3838226
1810000 303.52235 -2076.9876 1231.6606 1868.9004 -4.2277504
1815000 297.99795 -2080.3792 1251.0789 1835.5256 3.6642781
1820000 302.8158 -2068.1437 1204.9616 1844.727 24.486178
1825000 305.28564 -2073.6076 1241.07 1897.4579 18.048801
1830000 297.55086 -2089.7549 1255.5357 1826.6085 -8.8235331
1835000 291.90521 -2082.9313 1234.8108 1762.2214 15.423034
1840000 299.11217 -2048.5834 1257.485 1883.6913 19.055246
1845000 298.62883 -2060.2021 1246.5324 1856.7977 -11.851482
1850000 304.68837 -2067.4719 1269.6514 1926.834 6.2067701
1855000 310.70168 -2079.0825 1253.7764 1953.122 5.1400359
1860000 297.19757 -2078.1927 1282.8324 1862.3082 17.874996
1865000 293.94842 -2090.2231 1234.0481 1772.4382 17.912182
1870000 299.48328 -2058.6548 1179.1409 1798.5944 17.730136
1875000 300.35018 -2064.7404 1280.3351 1901.4552 9.4222285
1880000 300.0228 -2076.4779 1246.0672 1852.5222 -4.1488701
1885000 302.22225 -2074.6238 1263.5805 1891.558 14.296274
1890000 294.66309 -2085.2434 1300.298 1850.0587 10.389422
1895000 300.07413 -2079.9836 1253.4255 1856.8338 -11.709428
1900000 298.21749 -2084.8185 1246.3901 1828.3606 4.3314911
1905000 295.13802 -2114.4572 1195.5329 1720.3268 16.846774
1910000 298.66095 -2088.3391 1296.444 1878.8597 -11.717518
1915000 306.06312 -2071.2914 1284.4166 1950.0733 25.023383
1920000 295.40989 -2095.0332 1289.9192 1836.5683 15.71584
1925000 305.36206 -2104.3074 1263.2921 1889.6636 6.6312
1930000 302.85454 -2101.6105 1252.9106 1859.5556 16.39477
1935000 296.31043 -2076.0966 1259.1071 1832.7459 32.190049
1940000 305.40896 -2110.0153 1185.5744 1806.6574 17.637361
1945000 296.37733 -2099.5124 1240.881 1791.7022 -2.4833708
1950000 299.20655 -2091.9476 1266.7411 1850.4271 14.263778
1955000 305.44016 -2088.0345 1265.9978 1909.3407 14.644032
1960000 301.70334 -2099.0963 1208.8801 1807.745 8.9114306
1965000 303.00519 -2074.9556 1238.2124 1872.8595 12.957776
1970000 290.64948 -2077.6542 1254.5114 1775.9698 6.5449383
1975000 303.32035 -2097.0655 1225.592 1840.9475 3.6058288
1980000 294.424 -2094.3812 1242.7078 1781.1927 -2.1401666
1985000 296.42311 -2076.5001 1273.9778 1848.2206 23.523413
1990000 293.87285 -2069.3322 1275.517 1834.1223 9.6194435
1995000 312.19861 -2062.5513 1255.7867 1985.0496 12.023033
2000000 303.70292 -2043.3865 1262.1104 1934.5661 15.717513
2005000 300.87002 -2068.1249 1226.9591 1849.3434 -14.845826
2010000 300.9475 -2078.7261 1244.176 1856.6518 -3.5170506
2015000 298.68752 -2062.946 1300.7665 1908.8128 -6.6652832
2020000 299.78854 -2096.0254 1240.7295 1825.5421 -10.173536
2025000 292.18377 -2070.3774 1261.2227 1803.6783 -13.63581
2030000 298.94138 -2073.972 1236.4996 1835.79 14.325784
2035000 308.25565 -2070.8139 1228.2382 1913.9789 0.58874499
2040000 297.31165 -2067.4889 1219.6555 1810.8552 -6.7226821
2045000 295.14553 -2049.8347 1273.5798 1863.0633 9.7710582
2050000 291.15952 -2076.4928 1227.5964 1754.7773 11.967329
2055000 304.43416 -2055.0674 1214.5896 1881.9034 13.066687
2060000 305.96146 -2076.321 1248.7459 1908.4639 7.7444593
2065000 297.43209 -2049.5585 1236.7836 1846.9907 -4.0905633
2070000 295.24014 -2063.9649 1211.701 1787.9004 11.024763
2075000 304.83352 -2065.3013 1284.0816 1944.7328 18.410764
2080000 303.53184 -2093.1361 1259.8208 1880.997 -0.08707484
2085000 299.07729 -2068.3991 1248.8098 1854.8885 15.975862
2090000 296.44082 -2071.0102 1195.0599 1774.951 0.80274145
2095000 299.65762 -2036.9153 1205.9233 1848.6754 9.6844988
2100000 298.58987 -2053.8212 1249.4986 1865.7964 2.482492
2105000 301.72528 -2062.6981 1300.6299 1936.089 0.87811099
2110000 302.8485 -2020.1024 1216.9243 1905.0235 4.9204484
2115000 296.32287 -2053.1643 1238.3511 1835.0334 -4.8572672
