timestep c_coords2
2115000 250
2120000 250
2125000 251
2130000 250
2135000 249
2140000 250
2145000 251
2150000 249
2155000 249
2160000 253
2165000 249
2170000 251
2175000 253
2180000 252
2185000 250
2190000 252
2195000 253
2200000 251
2205000 251
2210000 250
2215000 252
2220000 253
2225000 251
2230000 250
2235000 250
2240000 250
2245000 250
2250000 250
2255000 250
2260000 250
2265000 252
2270000 250
2275000 250
2280000 250
2285000 250
2290000 252
2295000 252
2300000 251
2305000 249
2310000 250
2315000 250
2320000 252
2325000 251
2330000 250
2335000 250
2340000 249
2345000 249
2350000 249
2355000 249
2360000 249
2365000 250
2370000 251
2375000 251
2380000 252
2385000 252
2390000 252
2395000 253
2400000 252
2405000 252
2410000 252
2415000 251
2420000 251
2425000 251
2430000 251
2435000 251
2440000 252
2445000 253
2450000 254
2455000 253
2460000 255
2465000 256
2470000 255
2475000 255
2480000 255
2485000 257
2490000 258
2495000 258
2500000 258
2505000 256
2510000 256
2515000 256
2520000 255
2525000 254
2530000 254
2535000 253
2540000 253
2545000 252
2550000 253
2555000 252
2560000 252
2565000 253
2570000 252
2575000 252
2580000 252
2585000 252
2590000 252
2595000 251
2600000 251
2605000 249
2610000 249
2615000 247
2620000 247
2625000 246
2630000 246
2635000 246
2640000 248
2645000 248
2650000 247
2655000 245
2660000 246
2665000 247
2670000 246
2675000 246
2680000 245
2685000 247
2690000 246
2695000 245
2700000 244
2705000 244
2710000 245
2715000 245
2720000 244
2725000 245
2730000 246
2735000 246
2740000 246
2745000 246
2750000 244
2755000 245
2760000 246
2765000 246
2770000 247
2775000 247
2780000 247
2785000 248
2790000 244
2795000 243
2800000 242
2805000 243
2810000 243
2815000 245
2820000 247
2825000 249
2830000 246
2835000 248
2840000 247
2845000 245
2850000 245
2855000 246
2860000 246
2865000 245
2870000 243
2875000 243
2880000 242
2885000 241
2890000 242
2895000 241
2900000 240
2905000 242
2910000 243
2915000 243
2920000 243
2925000 245
2930000 244
2935000 244
2940000 248
2945000 250
2950000 251
2955000 250
2960000 254
2965000 255
2970000 256
2975000 257
2980000 257
2985000 258
2990000 258
2995000 258
3000000 259
3005000 257
3010000 256
3015000 255
3020000 258
3025000 258
3030000 258
3035000 258
3040000 258
3045000 258
3050000 257
3055000 256
3060000 255
3065000 254
3070000 254
3075000 254
3080000 255
3085000 255
3090000 255
3095000 254
3100000 253
3105000 255
3110000 254
3115000 253
3120000 254
3125000 255
3130000 256
3135000 257
3140000 256
3145000 255
3150000 255
3155000 255
3160000 256
3165000 257
3170000 255
3175000 256
3180000 254
3185000 255
3190000 255
3195000 256
3200000 254
3205000 253
3210000 252
3215000 254
3220000 255
3225000 254
3230000 256
3235000 254
3240000 254
3245000 251
3250000 250
3255000 251
3260000 252
3265000 253
3270000 252
3275000 252
3280000 252
3285000 253
3290000 254
3295000 254
3300000 255
3305000 257
3310000 256
3315000 257
3320000 256
3325000 255
3330000 255
3335000 255
3340000 255
3345000 255
3350000 256
3355000 255
3360000 254
3365000 254
3370000 255
3375000 256
3380000 257
3385000 255
3390000 255
3395000 255
3400000 255
3405000 256
3410000 254
3415000 253
3420000 253
3425000 249
3430000 251
3435000 251
3440000 251
3445000 247
3450000 247
3455000 245
3460000 246
3465000 247
3470000 248
3475000 250
3480000 251
3485000 251
3490000 250
3495000 250
3500000 251
3505000 252
3510000 253
3515000 253
3520000 253
3525000 256
3530000 256
3535000 256
3540000 256
3545000 254
3550000 256
3555000 257
3560000 257
3565000 259
3570000 258
3575000 258
3580000 258
3585000 258
3590000 257
3595000 255
3600000 254
3605000 254
3610000 255
3615000 254
3620000 255
3625000 256
3630000 256
3635000 256
3640000 255
3645000 255
3650000 254
3655000 254
3660000 255
3665000 254
3670000 255
3675000 256
3680000 255
3685000 255
3690000 254
3695000 254
3700000 254
3705000 252
3710000 252
3715000 251
3720000 250
3725000 251
3730000 250
3735000 252
3740000 252
3745000 252
3750000 250
3755000 251
3760000 251
3765000 252
3770000 252
3775000 253
3780000 255
3785000 256
3790000 254
3795000 254
3800000 254
3805000 254
3810000 256
3815000 257
3820000 256
3825000 257
3830000 257
3835000 258
3840000 262
3845000 260
3850000 259
3855000 259
3860000 259
3865000 259
3870000 259
3875000 260
3880000 260
3885000 260
3890000 259
3895000 259
3900000 260
3905000 262
3910000 264
3915000 264
3920000 263
3925000 262
3930000 264
3935000 264
3940000 264
3945000 262
3950000 262
3955000 262
3960000 264
3965000 263
3970000 263
3975000 262
3980000 262
3985000 261
3990000 258
3995000 260
4000000 260
4005000 261
4010000 261
4015000 262
4020000 262
4025000 262
4030000 262
4035000 261
4040000 262
4045000 263
4050000 263
4055000 263
4060000 261
4065000 261
4070000 260
4075000 260
4080000 263
4085000 264
4090000 265
4095000 265
4100000 265
4105000 267
4110000 267
4115000 265
4120000 264
4125000 264
4130000 263
4135000 264
4140000 262
4145000 261
4150000 260
4155000 260
4160000 260
4165000 259
4170000 260
4175000 260
4180000 257
4185000 256
4190000 255
4195000 254
4200000 254
4205000 254
4210000 254
4215000 253
4220000 253
4225000 254
4230000 253
4235000 257
4240000 257
4245000 256
4250000 256
4255000 257
4260000 259
4265000 260
4270000 259
4275000 259
4280000 258
4285000 259
4290000 258
4295000 257
4300000 258
4305000 258
4310000 256
4315000 257
4320000 257
4325000 258
4330000 257
4335000 256
4340000 256
4345000 254
4350000 253
4355000 254
4360000 254
4365000 256
4370000 254
4375000 251
4380000 253
4385000 251
4390000 250
4395000 250
4400000 252
4405000 253
4410000 254
4415000 257
4420000 258
4425000 258
4430000 258
4435000 259
4440000 258
4445000 259
4450000 258
4455000 258
4460000 259
4465000 257
4470000 256
4475000 257
4480000 254
4485000 256
4490000 256
4495000 255
4500000 255
4505000 255
4510000 256
4515000 255
4520000 255
4525000 256
4530000 256
4535000 255
4540000 256
4545000 255
4550000 252
4555000 252
4560000 253
4565000 253
4570000 251
4575000 252
4580000 252
4585000 251
4590000 251
4595000 250
4600000 249
4605000 249
4610000 250
4615000 249
4620000 249
4625000 248
4630000 247
4635000 248
4640000 248
4645000 248
4650000 247
4655000 249
4660000 248
4665000 252
4670000 253
4675000 255
4680000 253
4685000 253
4690000 252
4695000 253
4700000 255
4705000 255
4710000 253
4715000 253
4720000 255
4725000 253
4730000 253
4735000 254
4740000 254
4745000 255
4750000 255
4755000 254
4760000 256
4765000 256
4770000 257
4775000 258
4780000 258
4785000 258
4790000 257
4795000 257
4800000 258
4805000 257
4810000 258
4815000 257
4820000 256
4825000 258
4830000 257
4835000 258
4840000 257
4845000 256
4850000 255
4855000 253
4860000 252
4865000 251
4870000 251
4875000 251
4880000 251
4885000 252
4890000 253
4895000 251
4900000 251
4905000 252
4910000 250
4915000 250
4920000 250
4925000 247
4930000 247
4935000 246
4940000 246
4945000 246
4950000 247
4955000 244
4960000 244
4965000 243
4970000 243
4975000 243
4980000 244
4985000 245
4990000 245
4995000 245
5000000 246
5005000 247
5010000 246
