timestep Temp E_pair E_mol TotEng
10000 143.78383 -449.93319 636.59019 1472.4339
15000 301.46648 -593.09482 1254.9046 3357.6527
20000 293.43904 -708.90119 1250.074 3165.231
25000 296.29203 -794.99421 1263.9598 3118.5364
30000 302.84478 -887.08385 1292.0089 3113.0933
35000 301.65366 -961.33325 1275.5743 3011.7578
40000 301.17625 -994.20838 1255.223 2954.2622
45000 299.13764 -1106.2115 1263.4716 2832.2776
50000 303.36977 -1162.3593 1247.3652 2797.8688
55000 301.59739 -1184.728 1261.3368 2773.6223
60000 296.96353 -1247.4391 1306.2457 2714.3823
65000 306.82152 -1297.7275 1299.9241 2745.9267
70000 301.96941 -1361.5301 1340.7439 2679.5542
75000 302.93061 -1389.6689 1268.412 2587.679
80000 301.72159 -1417.231 1251.2025 2532.0957
85000 292.03128 -1444.6294 1267.4612 2434.3011
90000 299.0665 -1437.3922 1218.2288 2455.2179
95000 298.7079 -1475.5134 1285.7421 2481.4033
100000 305.10111 -1474.1252 1212.5601 2466.7803
105000 300.10302 -1483.1756 1314.6831 2515.1579
110000 293.0406 -1493.6757 1256.572 2383.3914
115000 297.95213 -1491.8588 1296.8367 2469.394
120000 304.04144 -1511.2095 1295.4282 2503.088
125000 298.76252 -1547.2592 1278.3909 2402.7947
130000 307.05956 -1558.1158 1247.5987 2435.3415
135000 302.25241 -1568.891 1197.1325 2331.1126
140000 297.56847 -1584.4087 1218.7693 2295.3458
145000 301.32629 -1614.6957 1289.3676 2369.2612
150000 298.95753 -1621.7812 1284.6041 2336.2298
155000 297.11069 -1657.4009 1274.1494 2273.6401
160000 300.58164 -1653.0948 1251.5486 2286.3841
165000 299.83361 -1650.0637 1225.5358 2256.7132
170000 297.65409 -1666.0293 1230.5494 2226.271
175000 298.22346 -1645.8498 1217.9013 2238.8939
180000 303.9973 -1662.7437 1260.3071 2316.0381
185000 296.68173 -1699.9536 1293.2243 2246.3263
190000 298.35822 -1713.1437 1287.2517 2242.1556
195000 298.52454 -1730.9469 1283.1746 2221.7626
200000 294.77893 -1736.8601 1237.9483 2137.1283
205000 307.25577 -1785.6993 1250.8434 2212.7573
210000 300.06468 -1781.0635 1275.8373 2178.0813
215000 303.52761 -1793.3394 1281.2384 2202.1734
220000 301.64849 -1788.43 1262.2966 2171.3371
225000 294.65502 -1812.8917 1248.9193 2070.9596
230000 294.796 -1814.7336 1238.3705 2059.8296
235000 303.63626 -1842.2965 1245.1879 2118.1375
240000 299.96985 -1860.1165 1255.2813 2077.6243
245000 290.90183 -1854.7265 1277.3424 2023.9852
250000 305.93338 -1856.5608 1256.4601 2135.6872
255000 290.2247 -1872.7066 1297.4976 2020.1051
260000 300.64625 -1878.9271 1211.9963 2021.5773
265000 302.25187 -1842.0689 1201.4728 2062.2701
270000 303.27754 -1855.8496 1277.9054 2134.094
275000 291.51995 -1871.7779 1257.6017 1992.7206
280000 300.94585 -1869.2127 1248.2327 2070.2072
285000 303.93625 -1872.6555 1231.4723 2076.7456
290000 295.42711 -1859.1199 1235.7697 2018.4861
295000 295.24041 -1879.9254 1308.6461 2068.8875
300000 312.43286 -1879.883 1268.7895 2182.8155
305000 294.71866 -1890.3946 1213.4683 1958.5748
310000 305.2695 -1886.452 1283.2975 2126.6967
315000 298.36708 -1899.0575 1224.531 1993.6002
320000 307.98267 -1887.8368 1265.4868 2131.7635
325000 297.34434 -1892.4423 1244.7078 2011.2465
330000 298.78432 -1883.7303 1222.7939 2010.9216
335000 303.8757 -1892.2628 1235.7348 2060.8593
340000 299.66493 -1891.0327 1242.2198 2030.9198
345000 302.10164 -1897.7548 1235.8302 2039.5982
350000 300.13542 -1915.122 1290.8485 2059.6665
355000 303.98222 -1902.2389 1293.8239 2109.9248
360000 309.54026 -1915.4488 1241.607 2094.2005
365000 298.66563 -1903.8264 1216.0776 1983.0478
370000 302.14633 -1915.8864 1287.7302 2073.7662
375000 295.93883 -1944.577 1232.854 1934.6893
380000 302.85456 -1912.0954 1284.7496 2080.91
385000 307.44001 -1937.9601 1172.7822 1984.0829
390000 300.98919 -1955.1598 1246.2427 1982.6577
395000 305.74607 -1938.2779 1253.0056 2048.8406
400000 305.64402 -1943.1771 1225.9281 2015.9513
405000 294.47874 -1956.0189 1261.8155 1939.1522
410000 300.50835 -1930.1918 1251.3819 2008.4651
415000 290.48644 -1928.4422 1261.7196 1930.9321
420000 300.66313 -1937.9383 1240.6442 1991.3649
425000 307.77469 -1948.0074 1207.6439 2011.8902
430000 300.25813 -1959.0492 1265.4805 1991.4687
435000 303.32377 -1946.454 1282.3131 2048.3108
440000 313.19754 -1957.4639 1205.126 2048.4091
445000 304.79261 -1937.0292 1223.0706 2011.6281
450000 300.26263 -1982.1673 1226.1128 1929.0231
455000 299.56068 -1960.7928 1270.0097 1988.0174
460000 308.97287 -1986.9866 1278.8196 2054.8013
465000 299.06501 -1954.9648 1284.8855 2004.2887
470000 301.15939 -1949.014 1236.7336 1980.8165
475000 305.47442 -1938.5616 1250.2625 2043.3845
480000 304.11506 -1986.2862 1231.1404 1964.3818
485000 304.12379 -1990.372 1232.6385 1961.8722
490000 304.39638 -2000.7523 1201.6021 1922.8932
495000 291.5099 -1997.9791 1244.0493 1852.8772
500000 304.46762 -1996.9818 1235.3125 1961.0111
505000 300.69137 -1997.543 1252.9745 1944.3432
510000 295.82179 -2008.7062 1225.7379 1862.3974
515000 291.8535 -2015.9173 1236.7305 1830.6927
520000 299.81994 -2013.9135 1291.4017 1958.6071
525000 297.72864 -2007.822 1317.0682 1971.6639
530000 298.16533 -2027.924 1253.1556 1891.5542
535000 298.29531 -2030.8124 1252.7919 1889.4645
540000 302.37676 -2027.5891 1215.3101 1891.704
545000 298.61345 -2028.8176 1233.3978 1874.9102
550000 304.28105 -2024.4237 1279.5239 1976.1122
555000 304.54066 -2020.1644 1248.0009 1951.1701
560000 301.2972 -2022.9172 1223.1965 1894.6085
565000 300.39976 -2010.2036 1262.3838 1938.4841
570000 298.94242 -2027.212 1240.7086 1886.7683
575000 292.48868 -2023.1779 1257.8519 1850.2336
580000 302.50257 -2004.2444 1256.8848 1957.7485
585000 304.88882 -2027.8572 1224.0209 1922.6106
590000 303.07254 -2024.2198 1273.275 1959.2602
595000 300.33014 -2018.202 1263.6832 1931.1625
600000 298.47398 -2034.2671 1233.514 1868.3296
605000 295.29459 -2034.8751 1216.1152 1821.8913
610000 301.19976 -2043.358 1294.2857 1944.3856
615000 300.28928 -2018.3735 1243.945 1910.8875
620000 302.02279 -2063.1276 1233.5971 1871.2871
625000 300.60203 -2034.665 1256.7565 1910.2041
630000 301.88151 -2049.5442 1255.3769 1905.387
635000 292.12777 -2050.3015 1272.3956 1834.4263
640000 297.95191 -2063.3932 1191.1303 1792.1514
645000 298.51363 -2076.9877 1240.2858 1832.7353
650000 304.35921 -2048.3139 1235.4817 1908.8788
655000 294.90798 -2093.2879 1234.357 1778.2631
660000 308.7761 -2074.9806 1280.2747 1966.5028
665000 295.28893 -2090.5742 1277.9717 1827.9981
670000 304.67028 -2098.1654 1186.2397 1812.567
675000 302.46959 -2083.0018 1275.8695 1897.6809
680000 298.6486 -2099.9676 1182.4838 1753.1604
685000 308.04211 -2077.7884 1239.1878 1916.0444
690000 297.26133 -2063.2498 1241.1206 1836.1095
695000 304.31849 -2093.0405 1262.329 1890.6354
700000 308.27418 -2069.7567 1227.6211 1914.5848
705000 296.92037 -2060.021 1217.4 1812.5686
710000 303.63298 -2077.8477 1267.2014 1904.5704
715000 294.64627 -2064.95 1247.5432 1817.4469
720000 311.18972 -2065.3893 1226.7979 1944.2009
725000 303.86051 -2053.0635 1223.8346 1888.0224
730000 296.07838 -2043.3985 1232.4437 1836.7054
735000 294.91095 -2039.3444 1262.166 1860.0422
740000 305.57172 -2035.5883 1218.6272 1915.5926
745000 305.88423 -2041.0691 1228.2655 1922.5448
750000 303.03675 -2041.4654 1214.3569 1882.7765
755000 300.79097 -2042.7618 1251.1961 1898.2365
760000 304.49818 -2015.9846 1220.9947 1927.9638
765000 297.42644 -2042.4403 1251.3217 1868.5966
770000 290.77345 -2008.2771 1224.5709 1816.515
775000 295.73269 -2043.2463 1275.8369 1877.1596
780000 296.95768 -2051.5656 1213.3204 1817.2781
785000 295.48056 -2055.2421 1189.0005 1776.0727
790000 301.5709 -2067.8808 1264.0213 1892.9172
795000 301.16678 -2067.1763 1263.6296 1889.6161
800000 298.1684 -2049.3503 1252.4778 1869.4775
805000 303.02654 -2085.8052 1229.1512 1853.1396
810000 298.28057 -2088.5241 1222.1348 1800.9639
815000 303.10257 -2091.7533 1255.0416 1873.7618
820000 306.76024 -2095.7055 1257.0036 1904.4801
825000 299.44132 -2107.5996 1226.0146 1796.1481
830000 298.92609 -2086.8461 1292.0102 1878.2899
835000 301.88474 -2101.0378 1224.1383 1822.6837
840000 306.49081 -2110.3388 1259.8225 1890.2564
845000 304.02973 -2105.0029 1219.2841 1833.0458
850000 302.40649 -2124.2911 1232.8235 1812.7813
855000 304.2541 -2118.7031 1216.5406 1818.6085
860000 298.51643 -2100.662 1244.8527 1813.653
865000 295.8575 -2124.8586 1286.6147 1807.4412
870000 295.5843 -2113.3653 1195.7331 1725.6098
875000 300.97618 -2115.0747 1219.8126 1796.1963
880000 299.60926 -2123.7805 1243.115 1798.5694
885000 306.68594 -2135.6249 1245.8943 1852.7869
890000 304.05323 -2116.057 1248.9791 1851.8968
895000 299.00654 -2118.6007 1219.4813 1774.7257
900000 296.48637 -2119.9202 1212.9284 1744.3168
905000 299.22378 -2124.0905 1192.4067 1744.1039
910000 300.41343 -2111.3287 1250.6508 1825.7482
915000 298.77596 -2108.6456 1289.0322 1852.1698
920000 306.05091 -2097.7465 1279.8881 1918.9805
925000 310.97705 -2110.3947 1189.8367 1860.3325
930000 295.74917 -2125.1476 1181.893 1701.4617
935000 309.4717 -2104.684 1232.0966 1894.8416
940000 298.18762 -2108.8584 1239.2959 1796.9594
945000 299.02083 -2095.7189 1228.3276 1806.5816
950000 293.45488 -2098.7181 1255.1471 1780.6288
955000 298.45814 -2116.7702 1280.6887 1832.8596
