timestep Temp E_pair E_mol TotEng
10000 141.66307 -794.29036 639.23632 1111.758
15000 304.5786 -994.42361 1309.6792 3038.9284
20000 301.17997 -1301.4659 1285.9472 2677.7622
25000 302.14312 -1501.2621 1305.3215 2505.9531
30000 296.7474 -1623.7301 1262.1985 2292.1114
35000 296.46606 -1849.9433 1265.5614 2066.7452
40000 297.23319 -2053.223 1254.5391 1859.3031
45000 302.72214 -2194.4024 1273.1128 1785.7821
50000 299.52115 -2328.7367 1324.9136 1674.6238
55000 302.32059 -2467.0364 1330.9786 1567.423
60000 299.61413 -2548.7892 1272.0721 1402.5614
65000 295.61339 -2706.585 1349.6829 1286.6
70000 300.25514 -2811.4768 1261.5562 1135.09
75000 290.7189 -2903.0337 1232.5166 929.21633
80000 295.15145 -2945.1215 1283.7297 977.97943
85000 302.91059 -3032.3063 1263.7051 940.15554
90000 299.42915 -3092.16 1215.6358 801.09998
95000 307.99168 -3105.1711 1271.1464 920.16935
100000 297.22095 -3163.2443 1231.4795 726.1128
105000 298.09965 -3293.0959 1189.715 562.35441
110000 303.96966 -3395.8478 1245.8829 568.26252
115000 297.69459 -3386.4603 1257.0725 532.72535
120000 300.53153 -3455.5621 1236.7842 468.70432
125000 293.59332 -3499.9079 1260.3265 385.85632
130000 301.70639 -3534.6008 1250.0912 413.47877
135000 300.87205 -3550.7552 1217.8602 357.63233
140000 293.10735 -3645.0374 1228.8616 204.9162
145000 298.29474 -3727.5844 1290.5499 230.44539
150000 296.91272 -3711.555 1243.4754 187.04167
155000 294.36822 -3767.0848 1239.9864 105.26886
160000 301.84692 -3746.5163 1244.5746 197.30337
165000 295.64483 -3800.8008 1230.8412 73.823649
170000 301.01077 -3831.6342 1259.3992 119.53289
175000 303.56243 -3906.0825 1227.0815 35.58489
180000 298.52912 -3918.8073 1307.9542 58.722771
185000 303.21409 -3951.9786 1227.6422 -12.865646
190000 301.24739 -3983.2583 1245.2697 -44.104917
195000 298.28318 -4005.2074 1201.8134 -136.01758
200000 304.17428 -4059.1359 1245.8381 -93.240551
205000 302.36593 -4073.8228 1248.9122 -121.02441
210000 305.49859 -4081.8331 1206.4774 -143.45589
215000 298.60137 -4080.7146 1218.9103 -191.58244
220000 298.56511 -4104.5295 1236.0739 -198.55789
225000 302.50594 -4117.9578 1270.7568 -142.06276
230000 292.58094 -4107.6152 1178.6238 -312.60682
235000 298.19019 -4116.1686 1220.8737 -228.74994
240000 305.56536 -4153.087 1216.6252 -203.96484
245000 295.20963 -4197.5133 1211.3307 -346.29118
250000 298.48929 -4215.0178 1208.5556 -337.24254
255000 302.23613 -4220.4859 1258.6305 -259.12998
260000 293.66636 -4251.1379 1260.9501 -364.09686
265000 302.14769 -4248.1024 1260.3566 -285.81111
270000 298.59076 -4256.703 1274.2875 -312.28855
275000 300.64252 -4267.0453 1281.7145 -296.85608
280000 295.70605 -4280.7629 1246.6846 -389.7475
285000 297.18372 -4303.9314 1227.7888 -418.59798
290000 298.04805 -4310.6711 1254.9027 -390.49458
295000 297.39935 -4367.8547 1257.454 -450.92775
300000 297.16193 -4388.2206 1215.76 -515.11091
305000 302.69764 -4394.6691 1192.9355 -494.88104
310000 294.79619 -4388.247 1225.6313 -526.42139
315000 295.23787 -4388.0833 1199.5171 -548.42218
320000 299.98889 -4403.799 1192.1699 -528.9994
325000 308.14188 -4452.2298 1222.5305 -474.16212
330000 297.80328 -4424.571 1221.0193 -540.46671
335000 298.64745 -4467.5493 1236.8263 -560.08902
340000 302.43393 -4450.3959 1241.4619 -504.43969
345000 299.45538 -4487.6834 1183.9481 -625.87654
350000 300.55956 -4521.5715 1270.8929 -562.94579
355000 302.63724 -4507.8856 1223.8298 -577.74348
360000 294.85137 -4531.3852 1250.738 -643.95937
365000 301.10523 -4553.6087 1234.6652 -626.33096
370000 298.72588 -4578.5178 1251.8144 -655.36812
375000 302.69273 -4594.2188 1251.9047 -635.5055
380000 308.3503 -4598.027 1256.1251 -584.50092
385000 304.06676 -4649.4192 1177.7432 -752.5802
390000 305.02159 -4668.451 1189.3066 -751.5101
395000 303.9552 -4659.7661 1195.8549 -745.81298
400000 300.00126 -4679.5244 1246.4762 -750.30782
405000 304.16404 -4667.1675 1197.7887 -749.41313
410000 299.31146 -4674.3037 1228.2934 -769.43851
415000 297.3883 -4696.707 1206.5574 -830.77544
420000 294.23215 -4724.1962 1200.6551 -892.39062
425000 301.62068 -4730.9625 1214.1248 -819.61582
430000 295.08474 -4724.7139 1276.7249 -809.2144
435000 294.98817 -4754.7519 1245.7605 -871.08029
440000 298.67672 -4757.0693 1204.3967 -881.77687
445000 301.06501 -4747.987 1256.9406 -798.79355
450000 301.46084 -4758.7218 1213.5241 -849.40518
455000 300.02154 -4781.5557 1194.5505 -904.08361
460000 306.30712 -4783.7235 1276.1538 -768.43963
465000 303.22155 -4801.4038 1177.8607 -912.00557
470000 298.92097 -4759.7478 1228.4176 -858.25029
475000 303.02599 -4798.4199 1165.5838 -923.04735
480000 297.93465 -4804.5291 1247.7937 -892.47554
485000 296.68571 -4807.7069 1194.5065 -960.10918
490000 295.91588 -4833.4399 1187.7304 -999.50236
495000 298.79749 -4842.4482 1266.1309 -904.34157
500000 305.2734 -4844.592 1223.2275 -891.47848
505000 298.17272 -4814.1012 1218.0216 -929.69092
510000 299.20395 -4855.1277 1212.0601 -967.45716
515000 302.08201 -4884.4638 1178.632 -1004.4845
520000 296.9364 -4904.2055 1243.934 -1004.9384
525000 299.14843 -4888.6832 1220.4995 -993.06971
530000 307.58599 -4913.3504 1218.895 -943.88917
535000 295.0213 -4935.0216 1203.7045 -1093.1097
540000 298.8194 -4925.1702 1220.676 -1032.3227
545000 294.26345 -4949.296 1206.944 -1110.9216
550000 294.55611 -4956.862 1248.9685 -1073.846
555000 295.9883 -4994.0779 1200.3842 -1146.8391
560000 305.31758 -4957.2305 1214.7336 -1012.2157
565000 297.15242 -4983.3087 1208.5522 -1117.4918
570000 297.38525 -4971.6701 1205.1746 -1107.1487
575000 296.22904 -4987.3623 1205.7448 -1132.6101
580000 293.78327 -4980.9029 1203.3097 -1150.4568
585000 295.52868 -4983.7584 1159.0174 -1181.9964
590000 300.29125 -4993.4117 1195.57 -1112.5082
595000 300.28734 -5010.4714 1288.7078 -1036.4651
600000 299.42877 -4995.7346 1207.3291 -1110.7845
605000 295.69563 -5036.3594 1213.9517 -1178.1702
610000 298.52587 -5040.79 1237.9494 -1133.2939
615000 292.15491 -5062.8699 1231.8245 -1218.4705
620000 299.30303 -5039.5825 1234.8488 -1128.2372
625000 299.74531 -5052.0471 1200.3589 -1171.2367
630000 301.18423 -5070.201 1212.0986 -1164.7836
635000 305.08615 -5067.1197 1228.2397 -1110.6684
640000 303.68148 -5074.703 1214.7837 -1144.2689
645000 303.42652 -5073.5267 1216.1533 -1144.0029
650000 299.49288 -5069.4873 1192.4671 -1198.826
655000 313.94789 -5065.1811 1204.1241 -1053.5999
660000 303.03136 -5070.8856 1190.5993 -1170.4495
665000 301.87897 -5077.7009 1214.9904 -1163.179
670000 296.46322 -5097.6691 1241.1851 -1205.3823
675000 291.63118 -5094.1204 1204.7414 -1281.4876
680000 295.44583 -5076.5726 1174.1546 -1260.4144
685000 289.47988 -5093.209 1174.6758 -1329.8796
690000 293.80297 -5093.301 1211.7369 -1254.2515
695000 298.49793 -5071.1569 1215.6551 -1186.205
700000 296.42436 -5111.1991 1162.6674 -1297.7776
705000 297.50958 -5111.2938 1215.634 -1235.2011
710000 291.93151 -5108.556 1217.7689 -1280.21
715000 298.56762 -5129.3968 1205.5141 -1253.9626
720000 306.03547 -5126.7362 1189.042 -1200.9935
725000 297.11068 -5114.5611 1205.2593 -1252.4103
730000 300.92285 -5137.2141 1201.7338 -1244.4988
735000 309.68425 -5178.1397 1208.3242 -1200.4857
740000 307.66492 -5172.9123 1201.4098 -1220.2304
745000 298.05401 -5136.5607 1142.3926 -1328.8409
750000 290.30287 -5154.1369 1216.069 -1342.0548
755000 307.72777 -5163.7921 1271.0069 -1140.9512
760000 295.86013 -5164.1836 1216.4527 -1302.0224
765000 297.05629 -5177.5634 1189.9603 -1331.198
770000 301.31746 -5192.1668 1161.6968 -1335.9597
775000 295.16552 -5176.0967 1233.4844 -1303.1152
780000 309.44715 -5211.6596 1172.4546 -1271.9955
785000 302.03664 -5225.3577 1189.2603 -1335.1558
790000 302.01416 -5211.2931 1194.5961 -1315.9564
795000 307.40374 -5175.1735 1221.1739 -1205.0631
800000 299.49842 -5215.0838 1225.807 -1311.0332
805000 300.51612 -5201.6544 1188.5746 -1325.7354
810000 302.62067 -5212.8528 1202.8122 -1303.8765
815000 300.20624 -5200.3204 1207.0551 -1308.6919
820000 306.37347 -5183.0144 1177.4746 -1265.8165
825000 310.98861 -5201.0636 1220.6749 -1199.3948
830000 299.48726 -5199.8128 1174.0346 -1347.6343
835000 303.56384 -5179.7187 1191.6883 -1273.4319
840000 304.62642 -5191.3831 1196.07 -1271.2127
845000 298.97063 -5188.5008 1236.7259 -1278.2509
850000 303.19991 -5205.6095 1177.0359 -1317.2296
855000 305.84798 -5200.2187 1229.4837 -1235.7107
860000 292.74114 -5187.0582 1229.7494 -1339.4916
865000 296.59803 -5190.0253 1244.8409 -1292.8773
870000 302.24664 -5192.1739 1185.1817 -1304.1727
875000 294.69225 -5183.3929 1235.0706 -1313.0575
880000 310.74045 -5202.6276 1185.7128 -1238.1401
885000 302.72254 -5207.3961 1236.3807 -1263.9403
890000 291.58108 -5228.0415 1206.9682 -1413.6298
895000 299.09156 -5208.0583 1228.9547 -1304.4983
900000 297.00049 -5207.9499 1235.8638 -1316.18
905000 305.42015 -5220.4674 1220.3564 -1268.9127
910000 299.1903 -5201.0146 1190.5278 -1334.9985
915000 298.60842 -5227.9946 1208.0575 -1349.6522
920000 303.78452 -5232.0692 1171.1033 -1344.394
925000 303.29915 -5207.3278 1204.4441 -1290.6523
930000 294.79086 -5229.7672 1225.4616 -1368.1589
935000 301.53413 -5241.9623 1232.5309 -1312.9835
940000 300.924 -5237.5049 1197.4538 -1349.0592
945000 300.68682 -5251.7666 1216.6113 -1346.2844
950000 301.42923 -5234.6685 1136.4736 -1402.6851
955000 298.54073 -5252.9381 1195.5134 -1387.745
960000 293.2228 -5212.5062 1193.7707 -1396.6111
965000 304.02893 -5251.5748 1238.1872 -1294.6302
970000 302.71178 -5240.6228 1224.3554 -1309.2885
975000 296.23248 -5243.3105 1215.5705 -1378.7017
980000 304.28344 -5237.0415 1260.2393 -1255.7688
985000 293.27448 -5230.9842 1199.3449 -1409.0527
990000 292.40401 -5262.1644 1197.1946 -1450.1673
995000 296.76218 -5229.5845 1195.611 -1380.1985
1000000 300.7576 -5247.3385 1217.9666 -1339.868
1005000 293.33841 -5245.5414 1154.4186 -1467.9645
1010000 301.35489 -5262.7084 1207.0139 -1360.8495
1015000 301.21416 -5257.6045 1277.2686 -1286.7493
1020000 304.90147 -5239.5276 1182.8454 -1330.1221
