timestep c_coords2
2995000 408
3000000 406
3005000 403
3010000 403
3015000 407
3020000 405
3025000 402
3030000 407
3035000 401
3040000 404
3045000 404
3050000 403
3055000 402
3060000 406
3065000 406
3070000 403
3075000 405
3080000 398
3085000 401
3090000 400
3095000 403
3100000 402
3105000 400
3110000 402
3115000 401
3120000 397
3125000 400
3130000 405
3135000 402
3140000 396
3145000 400
3150000 400
3155000 400
3160000 405
3165000 403
3170000 405
3175000 403
3180000 399
3185000 404
3190000 399
3195000 400
3200000 404
3205000 404
3210000 403
3215000 403
3220000 403
3225000 407
3230000 401
3235000 406
3240000 402
3245000 399
3250000 398
3255000 398
3260000 396
3265000 399
3270000 399
3275000 403
3280000 406
3285000 405
3290000 405
3295000 405
3300000 407
3305000 404
3310000 409
3315000 407
3320000 406
3325000 407
3330000 407
3335000 409
3340000 402
3345000 405
3350000 405
3355000 401
3360000 402
3365000 404
3370000 403
3375000 394
3380000 404
3385000 401
3390000 394
3395000 397
3400000 398
3405000 400
3410000 403
3415000 400
3420000 402
3425000 398
3430000 404
3435000 404
3440000 401
3445000 402
3450000 400
3455000 402
3460000 405
3465000 405
3470000 405
3475000 404
3480000 403
3485000 404
3490000 402
3495000 396
3500000 397
3505000 393
3510000 395
3515000 396
3520000 401
3525000 398
3530000 398
3535000 400
3540000 398
3545000 399
3550000 401
3555000 402
3560000 397
3565000 400
3570000 401
3575000 398
3580000 400
3585000 397
3590000 399
3595000 397
3600000 400
3605000 400
3610000 400
3615000 401
3620000 403
3625000 408
3630000 408
3635000 403
3640000 397
3645000 401
3650000 401
3655000 408
3660000 398
3665000 398
3670000 403
3675000 399
3680000 400
3685000 397
3690000 402
3695000 401
3700000 398
3705000 401
3710000 396
3715000 398
3720000 401
3725000 403
3730000 402
3735000 410
3740000 404
3745000 404
3750000 403
3755000 405
3760000 403
3765000 405
3770000 406
3775000 407
3780000 403
3785000 398
3790000 397
3795000 398
3800000 400
3805000 404
3810000 401
3815000 398
3820000 401
3825000 401
3830000 400
3835000 400
3840000 403
3845000 403
3850000 401
3855000 404
3860000 405
3865000 407
3870000 405
3875000 402
3880000 402
3885000 406
3890000 409
3895000 407
3900000 409
3905000 408
3910000 406
3915000 404
3920000 410
3925000 408
3930000 409
3935000 401
3940000 404
3945000 411
3950000 411
3955000 411
3960000 406
3965000 404
3970000 403
3975000 406
3980000 402
3985000 397
3990000 398
3995000 398
4000000 400
4005000 403
4010000 405
4015000 405
4020000 409
4025000 410
4030000 409
4035000 404
4040000 406
4045000 401
4050000 403
4055000 402
4060000 407
4065000 402
4070000 406
4075000 399
4080000 395
4085000 396
4090000 396
4095000 397
4100000 400
4105000 393
4110000 397
4115000 400
4120000 401
4125000 394
4130000 394
4135000 393
4140000 391
4145000 397
4150000 398
4155000 397
4160000 398
4165000 404
4170000 401
4175000 402
4180000 407
4185000 408
4190000 406
4195000 404
4200000 403
4205000 408
4210000 409
4215000 407
4220000 406
4225000 405
4230000 404
4235000 402
4240000 402
4245000 407
4250000 405
4255000 401
4260000 405
4265000 402
4270000 409
4275000 407
4280000 402
4285000 404
4290000 407
4295000 403
4300000 399
4305000 401
4310000 399
4315000 403
4320000 401
4325000 403
4330000 401
4335000 399
4340000 400
4345000 398
4350000 409
4355000 399
4360000 404
4365000 403
4370000 406
4375000 406
4380000 401
4385000 410
4390000 409
4395000 400
4400000 399
4405000 399
4410000 401
4415000 401
4420000 400
4425000 405
4430000 406
4435000 408
4440000 407
4445000 403
4450000 400
4455000 401
4460000 400
4465000 400
4470000 401
4475000 400
4480000 395
4485000 395
4490000 398
4495000 393
4500000 400
4505000 396
4510000 401
4515000 406
4520000 405
4525000 404
4530000 407
4535000 401
4540000 404
4545000 399
4550000 404
4555000 403
4560000 399
4565000 402
4570000 404
4575000 408
4580000 406
4585000 406
4590000 405
4595000 399
4600000 405
4605000 400
4610000 402
4615000 406
4620000 405
4625000 406
4630000 404
4635000 397
4640000 394
4645000 399
4650000 402
4655000 400
4660000 402
4665000 399
4670000 403
4675000 407
4680000 407
4685000 404
4690000 405
4695000 407
4700000 398
4705000 398
4710000 398
4715000 403
4720000 407
4725000 400
4730000 405
4735000 405
4740000 402
4745000 402
4750000 395
4755000 396
4760000 398
4765000 402
4770000 397
4775000 394
4780000 397
4785000 399
4790000 397
4795000 398
4800000 396
4805000 396
4810000 398
4815000 401
4820000 402
4825000 401
4830000 403
4835000 408
4840000 408
4845000 399
4850000 402
4855000 401
4860000 403
4865000 403
4870000 409
4875000 404
4880000 402
4885000 409
4890000 409
4895000 405
4900000 402
4905000 403
4910000 401
4915000 403
4920000 396
4925000 399
4930000 400
4935000 400
4940000 400
4945000 407
4950000 415
4955000 409
4960000 409
4965000 406
4970000 406
4975000 405
4980000 407
4985000 405
4990000 409
4995000 405
5000000 406
5005000 406
5010000 403
