timestep c_coords2
3110000 365
3115000 368
3120000 368
3125000 365
3130000 360
3135000 360
3140000 360
3145000 357
3150000 354
3155000 359
3160000 365
3165000 370
3170000 365
3175000 361
3180000 364
3185000 362
3190000 364
3195000 367
3200000 367
3205000 365
3210000 362
3215000 359
3220000 360
3225000 359
3230000 355
3235000 360
3240000 363
3245000 366
3250000 366
3255000 364
3260000 368
3265000 368
3270000 365
3275000 368
3280000 362
3285000 362
3290000 365
3295000 364
3300000 366
3305000 361
3310000 361
3315000 364
3320000 362
3325000 356
3330000 357
3335000 363
3340000 365
3345000 365
3350000 368
3355000 366
3360000 360
3365000 365
3370000 362
3375000 365
3380000 365
3385000 361
3390000 368
3395000 365
3400000 366
3405000 366
3410000 368
3415000 366
3420000 365
3425000 363
3430000 367
3435000 362
3440000 365
3445000 363
3450000 363
3455000 363
3460000 364
3465000 364
3470000 365
3475000 364
3480000 360
3485000 360
3490000 359
3495000 363
3500000 364
3505000 363
3510000 359
3515000 359
3520000 361
3525000 369
3530000 367
3535000 368
3540000 367
3545000 367
3550000 362
3555000 357
3560000 361
3565000 364
3570000 363
3575000 368
3580000 366
3585000 368
3590000 366
3595000 372
3600000 368
3605000 369
3610000 366
3615000 361
3620000 363
3625000 364
3630000 364
3635000 360
3640000 361
3645000 366
3650000 367
3655000 364
3660000 361
3665000 366
3670000 372
3675000 365
3680000 366
3685000 365
3690000 365
3695000 366
3700000 366
3705000 366
3710000 368
3715000 365
3720000 364
3725000 362
3730000 366
3735000 370
3740000 366
3745000 363
3750000 359
3755000 365
3760000 366
3765000 365
3770000 371
3775000 361
3780000 359
3785000 363
3790000 362
3795000 363
3800000 363
3805000 369
3810000 360
3815000 363
3820000 361
3825000 357
3830000 362
3835000 363
3840000 368
3845000 368
3850000 366
3855000 365
3860000 363
3865000 358
3870000 359
3875000 359
3880000 362
3885000 365
3890000 361
3895000 361
3900000 364
3905000 370
3910000 363
3915000 362
3920000 362
3925000 369
3930000 365
3935000 362
3940000 361
3945000 369
3950000 367
3955000 361
3960000 361
3965000 360
3970000 358
3975000 360
3980000 364
3985000 367
3990000 365
3995000 372
4000000 366
4005000 362
4010000 365
4015000 365
4020000 362
4025000 358
4030000 361
4035000 363
4040000 360
4045000 361
4050000 367
4055000 366
4060000 359
4065000 364
4070000 367
4075000 373
4080000 367
4085000 365
4090000 362
4095000 360
4100000 362
4105000 368
4110000 368
4115000 365
4120000 360
4125000 359
4130000 366
4135000 368
4140000 361
4145000 365
4150000 367
4155000 371
4160000 366
4165000 368
4170000 360
4175000 365
4180000 361
4185000 364
4190000 374
4195000 368
4200000 370
4205000 362
4210000 367
4215000 359
4220000 361
4225000 357
4230000 355
4235000 356
4240000 359
4245000 358
4250000 363
4255000 368
4260000 366
4265000 369
4270000 366
4275000 360
4280000 361
4285000 365
4290000 362
4295000 361
4300000 362
4305000 359
4310000 365
4315000 367
4320000 368
4325000 368
4330000 359
4335000 367
4340000 366
4345000 365
4350000 365
4355000 362
4360000 363
4365000 367
4370000 371
4375000 371
4380000 365
4385000 359
4390000 365
4395000 366
4400000 365
4405000 367
4410000 366
4415000 364
4420000 363
4425000 358
4430000 362
4435000 361
4440000 366
4445000 367
4450000 363
4455000 365
4460000 369
4465000 368
4470000 366
4475000 369
4480000 365
4485000 362
4490000 364
4495000 365
4500000 365
4505000 363
4510000 364
4515000 360
4520000 366
4525000 364
4530000 365
4535000 366
4540000 366
4545000 368
4550000 370
4555000 369
4560000 371
4565000 366
4570000 367
4575000 372
4580000 361
4585000 358
4590000 366
4595000 371
4600000 372
4605000 365
4610000 362
4615000 358
4620000 358
4625000 359
4630000 362
4635000 360
4640000 360
4645000 360
4650000 362
4655000 366
4660000 363
4665000 359
4670000 355
4675000 357
4680000 361
4685000 369
4690000 367
4695000 362
4700000 362
4705000 363
4710000 364
4715000 368
4720000 364
4725000 366
4730000 364
4735000 368
4740000 369
4745000 365
4750000 362
4755000 365
4760000 367
4765000 363
4770000 368
4775000 366
4780000 370
4785000 365
4790000 363
4795000 360
4800000 363
4805000 364
4810000 365
4815000 366
4820000 370
4825000 361
4830000 358
4835000 360
4840000 362
4845000 359
4850000 360
4855000 356
4860000 359
4865000 362
4870000 363
4875000 370
4880000 360
4885000 364
4890000 361
4895000 357
4900000 365
4905000 372
4910000 360
4915000 360
4920000 358
4925000 357
4930000 355
4935000 367
4940000 367
4945000 366
4950000 367
4955000 363
4960000 359
4965000 363
4970000 365
4975000 365
4980000 361
4985000 358
4990000 360
4995000 363
5000000 367
5005000 366
5010000 369
