timestep c_coords2
1055000 380
1060000 381
1065000 381
1070000 381
1075000 376
1080000 377
1085000 383
1090000 380
1095000 383
1100000 377
1105000 385
1110000 379
1115000 381
1120000 375
1125000 379
1130000 380
1135000 385
1140000 385
1145000 383
1150000 388
1155000 388
1160000 385
1165000 388
1170000 389
1175000 387
1180000 386
1185000 389
1190000 389
1195000 389
1200000 385
1205000 386
1210000 382
1215000 379
1220000 387
1225000 386
1230000 389
1235000 387
1240000 382
1245000 380
1250000 385
1255000 382
1260000 380
1265000 384
1270000 384
1275000 390
1280000 386
1285000 385
1290000 386
1295000 378
1300000 385
1305000 384
1310000 382
1315000 387
1320000 385
1325000 391
1330000 390
1335000 396
1340000 392
1345000 388
1350000 389
1355000 386
1360000 386
1365000 382
1370000 381
1375000 387
1380000 383
1385000 387
1390000 386
1395000 391
1400000 388
1405000 387
1410000 388
1415000 390
1420000 385
1425000 388
1430000 382
1435000 390
1440000 391
1445000 384
1450000 384
1455000 388
1460000 388
1465000 389
1470000 392
1475000 387
1480000 384
1485000 389
1490000 390
1495000 395
1500000 392
1505000 387
1510000 387
1515000 384
1520000 391
1525000 387
1530000 391
1535000 387
1540000 386
1545000 392
1550000 386
1555000 380
1560000 380
1565000 384
1570000 385
1575000 388
1580000 389
1585000 384
1590000 387
1595000 385
1600000 386
1605000 386
1610000 387
1615000 385
1620000 389
1625000 387
1630000 383
1635000 391
1640000 388
1645000 382
1650000 381
1655000 377
1660000 380
1665000 381
1670000 382
1675000 386
1680000 389
1685000 383
1690000 385
1695000 387
1700000 384
1705000 383
1710000 380
1715000 382
1720000 391
1725000 390
1730000 379
1735000 383
1740000 382
1745000 381
1750000 385
1755000 388
1760000 388
1765000 392
1770000 392
1775000 391
1780000 394
1785000 394
1790000 396
1795000 384
1800000 383
1805000 383
1810000 385
1815000 383
1820000 387
1825000 384
1830000 389
1835000 394
1840000 389
1845000 391
1850000 392
1855000 390
1860000 388
1865000 391
1870000 385
1875000 382
1880000 388
1885000 385
1890000 388
1895000 384
1900000 379
1905000 378
1910000 373
1915000 378
1920000 381
1925000 385
1930000 387
1935000 386
1940000 391
1945000 386
1950000 385
1955000 388
1960000 387
1965000 388
1970000 383
1975000 383
1980000 386
1985000 391
1990000 385
1995000 381
2000000 387
2005000 385
2010000 381
2015000 382
2020000 382
2025000 385
2030000 384
2035000 385
2040000 382
2045000 381
2050000 379
2055000 382
2060000 387
2065000 384
2070000 385
2075000 382
2080000 384
2085000 387
2090000 383
2095000 390
2100000 390
2105000 387
2110000 390
2115000 391
2120000 389
2125000 385
2130000 385
2135000 388
2140000 390
2145000 385
2150000 388
2155000 383
2160000 387
2165000 385
2170000 379
2175000 380
2180000 386
2185000 386
2190000 386
2195000 382
2200000 384
2205000 385
2210000 380
2215000 381
2220000 384
2225000 386
2230000 379
2235000 376
2240000 374
2245000 378
2250000 382
2255000 389
2260000 385
2265000 386
2270000 389
2275000 388
2280000 384
2285000 383
2290000 381
2295000 388
2300000 383
2305000 385
2310000 385
2315000 383
2320000 385
2325000 393
2330000 395
2335000 390
2340000 390
2345000 388
2350000 386
2355000 385
2360000 387
2365000 385
2370000 389
2375000 387
2380000 384
2385000 382
2390000 384
2395000 385
2400000 388
2405000 388
2410000 384
2415000 385
2420000 386
2425000 387
2430000 391
2435000 387
2440000 383
2445000 386
2450000 387
2455000 387
2460000 388
2465000 385
2470000 386
2475000 387
2480000 387
2485000 390
2490000 390
2495000 393
2500000 384
2505000 379
2510000 378
2515000 380
2520000 385
2525000 387
2530000 385
2535000 387
2540000 384
2545000 386
2550000 385
2555000 379
2560000 383
2565000 384
2570000 389
2575000 383
2580000 384
2585000 388
2590000 381
2595000 377
2600000 383
2605000 382
2610000 382
2615000 382
2620000 381
2625000 389
2630000 382
2635000 384
2640000 383
2645000 387
2650000 382
2655000 380
2660000 382
2665000 386
2670000 383
2675000 383
2680000 383
2685000 379
2690000 376
2695000 380
2700000 386
2705000 386
2710000 378
2715000 376
2720000 378
2725000 376
2730000 381
2735000 383
2740000 384
2745000 387
2750000 389
2755000 388
2760000 391
2765000 393
2770000 387
2775000 386
2780000 383
2785000 386
2790000 390
2795000 385
2800000 389
2805000 385
2810000 388
2815000 388
2820000 393
2825000 392
2830000 389
2835000 391
2840000 386
2845000 379
2850000 382
2855000 383
2860000 383
2865000 386
2870000 389
2875000 383
2880000 385
2885000 387
2890000 391
2895000 383
2900000 390
2905000 386
2910000 393
2915000 395
2920000 400
2925000 394
2930000 395
2935000 396
2940000 396
2945000 395
2950000 393
2955000 398
2960000 396
2965000 393
2970000 393
2975000 396
2980000 395
2985000 395
2990000 394
2995000 396
3000000 395
3005000 397
3010000 394
3015000 393
3020000 391
3025000 387
3030000 387
3035000 390
3040000 390
3045000 392
3050000 393
3055000 390
3060000 397
3065000 398
3070000 395
3075000 398
3080000 395
3085000 390
3090000 388
3095000 384
3100000 390
3105000 389
3110000 397
3115000 392
3120000 392
3125000 390
3130000 392
3135000 391
3140000 394
3145000 393
3150000 387
3155000 396
3160000 394
3165000 399
3170000 397
3175000 389
3180000 395
3185000 401
3190000 400
3195000 404
3200000 396
3205000 393
3210000 392
3215000 395
3220000 390
3225000 390
3230000 396
3235000 393
3240000 392
3245000 394
3250000 389
3255000 394
3260000 391
3265000 394
3270000 389
3275000 396
3280000 396
3285000 395
3290000 392
3295000 393
3300000 399
3305000 395
3310000 394
3315000 396
3320000 398
3325000 400
3330000 402
3335000 396
3340000 398
3345000 396
3350000 397
3355000 403
3360000 400
3365000 393
3370000 398
3375000 397
3380000 396
3385000 388
3390000 393
3395000 400
3400000 397
3405000 393
3410000 397
3415000 399
3420000 395
3425000 392
3430000 396
3435000 399
3440000 391
3445000 393
3450000 396
3455000 390
3460000 392
3465000 396
3470000 397
3475000 395
3480000 389
3485000 391
3490000 393
3495000 392
3500000 398
3505000 396
3510000 398
3515000 396
3520000 395
3525000 398
3530000 393
3535000 397
3540000 401
3545000 396
3550000 397
3555000 394
3560000 392
3565000 386
3570000 389
3575000 391
3580000 385
3585000 388
3590000 382
3595000 390
3600000 384
3605000 395
3610000 387
3615000 395
3620000 391
3625000 398
3630000 389
3635000 396
3640000 393
3645000 400
3650000 397
3655000 399
3660000 394
3665000 403
3670000 403
3675000 400
3680000 397
3685000 401
3690000 406
3695000 403
3700000 394
3705000 400
3710000 395
3715000 391
3720000 393
3725000 397
3730000 395
3735000 390
3740000 394
3745000 400
3750000 400
3755000 397
3760000 394
3765000 392
3770000 392
3775000 396
3780000 395
3785000 392
3790000 395
3795000 399
3800000 397
3805000 396
3810000 396
3815000 393
3820000 395
3825000 399
3830000 400
3835000 398
3840000 399
3845000 405
3850000 396
3855000 394
3860000 397
3865000 394
3870000 397
3875000 396
3880000 400
3885000 400
3890000 395
3895000 394
3900000 393
3905000 397
3910000 399
3915000 396
3920000 396
3925000 394
3930000 393
3935000 399
3940000 390
3945000 389
3950000 392
3955000 394
3960000 389
3965000 400
3970000 397
3975000 393
3980000 391
3985000 385
3990000 391
3995000 392
4000000 392
4005000 395
4010000 397
4015000 397
4020000 390
4025000 392
4030000 396
4035000 398
4040000 398
4045000 402
4050000 399
4055000 398
4060000 399
4065000 389
4070000 395
4075000 395
4080000 390
4085000 389
4090000 389
4095000 392
4100000 391
4105000 394
4110000 403
4115000 399
4120000 394
4125000 392
4130000 393
4135000 396
4140000 399
4145000 401
4150000 395
4155000 385
4160000 395
4165000 397
4170000 394
4175000 393
4180000 399
4185000 399
4190000 406
4195000 403
4200000 396
4205000 398
4210000 401
4215000 400
4220000 393
4225000 396
4230000 404
4235000 401
4240000 396
4245000 394
4250000 393
4255000 399
4260000 397
4265000 402
4270000 399
4275000 394
4280000 396
4285000 396
4290000 402
4295000 396
4300000 401
4305000 398
4310000 396
4315000 393
4320000 391
4325000 398
4330000 394
4335000 400
4340000 399
4345000 400
4350000 398
4355000 397
4360000 401
4365000 399
4370000 399
4375000 402
4380000 396
4385000 398
4390000 400
4395000 396
4400000 397
4405000 402
4410000 394
4415000 397
4420000 399
4425000 392
4430000 395
4435000 397
4440000 401
4445000 396
4450000 396
4455000 402
4460000 399
4465000 399
4470000 396
4475000 395
4480000 402
4485000 402
4490000 395
4495000 396
4500000 401
4505000 404
4510000 401
4515000 392
4520000 396
4525000 397
4530000 397
4535000 395
4540000 394
4545000 401
4550000 398
4555000 398
4560000 404
4565000 401
4570000 398
4575000 397
4580000 400
4585000 405
4590000 400
4595000 400
4600000 392
4605000 391
4610000 399
4615000 393
4620000 394
4625000 395
4630000 396
4635000 391
4640000 398
4645000 394
4650000 395
4655000 399
4660000 404
4665000 404
4670000 393
4675000 394
4680000 394
4685000 395
4690000 398
4695000 400
4700000 392
4705000 388
4710000 393
4715000 392
4720000 398
4725000 400
4730000 401
4735000 406
4740000 402
4745000 404
4750000 403
4755000 398
4760000 395
4765000 390
4770000 390
4775000 397
4780000 399
4785000 400
4790000 397
4795000 400
4800000 404
4805000 403
4810000 394
4815000 397
4820000 398
4825000 396
4830000 396
4835000 393
4840000 396
4845000 396
4850000 397
4855000 402
4860000 404
4865000 409
4870000 405
4875000 401
4880000 399
4885000 398
4890000 399
4895000 396
4900000 393
4905000 395
4910000 394
4915000 393
4920000 394
4925000 397
4930000 399
4935000 399
4940000 394
4945000 397
4950000 401
4955000 397
4960000 391
4965000 389
4970000 393
4975000 393
4980000 398
4985000 399
4990000 398
4995000 402
5000000 400
5005000 395
5010000 405
