timestep c_coords2
10000 40
15000 57
20000 72
25000 81
30000 93
35000 111
40000 130
45000 148
50000 166
55000 185
60000 199
65000 207
70000 221
75000 230
80000 236
85000 246
90000 258
95000 264
100000 270
105000 277
110000 290
115000 294
120000 302
125000 307
130000 313
135000 321
140000 326
145000 338
150000 341
155000 346
160000 351
165000 353
170000 360
175000 362
180000 369
185000 374
190000 376
195000 381
200000 381
205000 381
210000 383
215000 384
220000 380
225000 380
230000 382
235000 380
240000 381
245000 380
250000 381
255000 388
260000 382
265000 383
270000 382
275000 383
280000 386
285000 381
290000 382
295000 379
300000 380
305000 382
310000 379
315000 375
320000 381
325000 380
330000 385
335000 386
340000 389
345000 390
350000 385
355000 383
360000 385
365000 383
370000 386
375000 385
380000 389
385000 391
390000 388
395000 384
400000 389
405000 389
410000 392
415000 386
420000 387
425000 389
430000 392
435000 390
440000 388
445000 387
450000 378
455000 382
460000 383
465000 384
470000 384
475000 385
480000 376
485000 379
490000 376
495000 377
500000 378
505000 387
510000 382
515000 385
520000 385
525000 387
530000 387
535000 386
540000 386
545000 381
550000 383
555000 385
560000 384
565000 387
570000 390
575000 388
580000 384
585000 382
590000 386
595000 389
600000 388
605000 384
610000 388
615000 390
620000 392
625000 390
630000 390
635000 385
640000 383
645000 386
650000 381
655000 383
660000 383
665000 385
670000 387
675000 388
680000 389
685000 389
690000 384
695000 384
700000 389
705000 389
710000 394
715000 388
720000 386
725000 389
730000 386
735000 384
740000 385
745000 384
750000 382
755000 386
760000 385
765000 384
770000 384
775000 384
780000 387
785000 382
790000 387
795000 385
800000 383
805000 385
810000 387
815000 384
820000 384
825000 381
830000 382
835000 380
840000 382
845000 378
850000 377
855000 377
860000 380
865000 383
870000 383
875000 382
880000 379
885000 379
890000 385
895000 384
900000 386
905000 389
910000 389
915000 390
920000 384
925000 395
930000 394
935000 388
940000 388
945000 380
950000 387
955000 380
960000 381
965000 379
970000 381
975000 381
980000 377
985000 377
990000 384
995000 388
1000000 389
1005000 388
1010000 386
1015000 385
1020000 389
1025000 386
1030000 385
1035000 384
1040000 377
1045000 377
1050000 382
