timestep c_coords2
1060000 313
1065000 314
1070000 315
1075000 313
1080000 314
1085000 312
1090000 314
1095000 313
1100000 315
1105000 315
1110000 314
1115000 313
1120000 311
1125000 311
1130000 313
1135000 314
1140000 313
1145000 315
1150000 314
1155000 316
1160000 315
1165000 313
1170000 318
1175000 320
1180000 320
1185000 320
1190000 317
1195000 316
1200000 315
1205000 317
1210000 314
1215000 316
1220000 319
1225000 320
1230000 317
1235000 318
1240000 319
1245000 321
1250000 319
1255000 318
1260000 318
1265000 321
1270000 322
1275000 324
1280000 325
1285000 325
1290000 323
1295000 324
1300000 320
1305000 321
1310000 319
1315000 318
1320000 316
1325000 317
1330000 320
1335000 318
1340000 321
1345000 321
1350000 322
1355000 322
1360000 322
1365000 322
1370000 321
1375000 318
1380000 319
1385000 318
1390000 318
1395000 318
1400000 318
1405000 316
1410000 319
1415000 318
1420000 317
1425000 320
1430000 322
1435000 323
1440000 322
1445000 322
1450000 322
1455000 320
1460000 316
1465000 318
1470000 312
1475000 312
1480000 311
1485000 309
1490000 314
1495000 314
1500000 316
1505000 317
1510000 316
1515000 320
1520000 323
1525000 320
1530000 318
1535000 317
1540000 320
1545000 319
1550000 318
1555000 320
1560000 316
1565000 315
1570000 312
1575000 314
1580000 315
1585000 316
1590000 316
1595000 310
1600000 310
1605000 314
1610000 307
1615000 307
1620000 308
1625000 307
1630000 310
1635000 312
1640000 312
1645000 310
1650000 310
1655000 310
1660000 308
1665000 311
1670000 312
1675000 313
1680000 311
1685000 311
1690000 312
1695000 309
1700000 312
1705000 311
1710000 312
1715000 311
1720000 312
1725000 315
1730000 315
1735000 320
1740000 319
1745000 321
1750000 320
1755000 320
1760000 321
1765000 320
1770000 321
1775000 322
1780000 323
1785000 320
1790000 319
1795000 321
1800000 319
1805000 322
1810000 323
1815000 327
1820000 323
1825000 322
1830000 323
1835000 324
1840000 323
1845000 324
1850000 321
1855000 322
1860000 322
1865000 320
1870000 319
1875000 317
1880000 317
1885000 316
1890000 317
1895000 318
1900000 317
1905000 317
1910000 320
1915000 316
1920000 315
1925000 316
1930000 319
1935000 319
1940000 321
1945000 317
1950000 315
1955000 315
1960000 315
1965000 316
1970000 318
1975000 316
1980000 319
1985000 316
1990000 317
1995000 315
2000000 318
2005000 318
2010000 317
2015000 318
2020000 320
2025000 319
2030000 319
2035000 319
2040000 318
2045000 317
2050000 317
2055000 318
2060000 316
2065000 315
2070000 313
2075000 315
2080000 316
2085000 318
2090000 316
2095000 313
2100000 313
2105000 313
2110000 312
2115000 314
2120000 315
2125000 316
2130000 319
2135000 319
2140000 315
2145000 315
2150000 317
2155000 314
2160000 313
2165000 313
2170000 315
2175000 314
2180000 317
2185000 318
2190000 319
2195000 321
2200000 322
2205000 323
2210000 323
2215000 322
2220000 322
2225000 324
2230000 324
2235000 325
2240000 324
2245000 328
2250000 326
2255000 325
2260000 324
2265000 328
2270000 325
2275000 323
2280000 322
2285000 323
2290000 324
2295000 320
2300000 320
2305000 321
2310000 320
2315000 320
2320000 320
2325000 322
2330000 320
2335000 321
2340000 321
2345000 322
2350000 320
2355000 321
2360000 322
2365000 319
2370000 318
2375000 317
2380000 316
2385000 318
2390000 318
2395000 318
2400000 320
2405000 322
2410000 321
2415000 319
2420000 319
2425000 319
2430000 319
2435000 319
2440000 321
2445000 320
2450000 316
2455000 320
2460000 317
2465000 318
2470000 318
2475000 315
2480000 316
2485000 320
2490000 318
2495000 318
2500000 319
2505000 319
2510000 319
2515000 320
2520000 319
2525000 320
2530000 317
2535000 318
2540000 317
2545000 317
2550000 319
2555000 317
2560000 318
2565000 318
2570000 318
2575000 321
2580000 318
2585000 317
2590000 318
2595000 317
2600000 318
2605000 316
2610000 318
2615000 319
2620000 315
2625000 319
2630000 316
2635000 316
2640000 316
2645000 315
2650000 314
2655000 314
2660000 316
2665000 313
2670000 313
2675000 313
2680000 312
2685000 314
2690000 316
2695000 316
2700000 321
2705000 321
2710000 319
2715000 317
2720000 318
2725000 318
2730000 318
2735000 317
2740000 316
2745000 314
2750000 315
2755000 317
2760000 317
2765000 318
2770000 320
2775000 320
2780000 318
2785000 316
2790000 315
2795000 315
2800000 313
2805000 317
2810000 317
2815000 317
2820000 317
2825000 319
2830000 317
2835000 317
2840000 316
2845000 314
2850000 313
2855000 312
2860000 315
2865000 314
2870000 313
2875000 310
2880000 309
2885000 308
2890000 306
2895000 306
2900000 304
2905000 305
2910000 307
2915000 310
2920000 311
2925000 311
2930000 312
2935000 309
2940000 309
2945000 310
2950000 308
2955000 311
2960000 312
2965000 315
2970000 315
2975000 315
2980000 315
2985000 315
2990000 316
2995000 316
3000000 321
3005000 320
3010000 325
3015000 324
3020000 321
3025000 321
3030000 319
3035000 323
3040000 319
3045000 315
3050000 314
3055000 318
3060000 314
3065000 315
3070000 315
3075000 316
3080000 316
3085000 317
3090000 317
3095000 318
3100000 318
3105000 316
3110000 317
3115000 319
3120000 321
3125000 321
3130000 322
3135000 320
3140000 318
3145000 316
3150000 321
3155000 322
3160000 320
3165000 321
3170000 322
3175000 320
3180000 321
3185000 317
3190000 318
3195000 318
3200000 318
3205000 314
3210000 316
3215000 319
3220000 318
3225000 322
3230000 319
3235000 320
3240000 317
3245000 318
3250000 316
3255000 316
3260000 315
3265000 317
3270000 319
3275000 318
3280000 321
3285000 320
3290000 320
3295000 321
3300000 316
3305000 317
3310000 318
3315000 316
3320000 314
3325000 312
3330000 315
3335000 319
3340000 317
3345000 316
3350000 315
3355000 315
3360000 315
3365000 315
3370000 313
3375000 314
3380000 314
3385000 314
3390000 318
3395000 316
3400000 313
3405000 314
3410000 311
3415000 309
3420000 307
3425000 307
3430000 309
3435000 312
3440000 314
3445000 312
3450000 312
3455000 316
3460000 316
3465000 315
3470000 312
3475000 315
3480000 315
3485000 315
3490000 314
3495000 316
3500000 316
3505000 317
3510000 317
3515000 317
3520000 315
3525000 315
3530000 313
3535000 313
3540000 312
3545000 312
3550000 311
3555000 311
3560000 307
3565000 309
3570000 309
3575000 313
3580000 314
3585000 313
3590000 313
3595000 313
3600000 310
3605000 311
3610000 310
3615000 308
3620000 312
3625000 312
3630000 312
3635000 311
3640000 311
3645000 313
3650000 314
3655000 314
3660000 315
3665000 318
3670000 316
3675000 316
3680000 315
3685000 318
3690000 318
3695000 317
3700000 316
3705000 317
3710000 314
3715000 317
3720000 318
3725000 317
3730000 317
3735000 321
3740000 318
3745000 316
3750000 317
3755000 316
3760000 317
3765000 317
3770000 316
3775000 320
3780000 319
3785000 317
3790000 318
3795000 316
3800000 314
3805000 315
3810000 313
3815000 313
3820000 312
3825000 312
3830000 311
3835000 313
3840000 314
3845000 314
3850000 317
3855000 316
3860000 316
3865000 317
3870000 318
3875000 318
3880000 316
3885000 315
3890000 314
3895000 313
3900000 317
3905000 315
3910000 311
3915000 311
3920000 310
3925000 311
3930000 310
3935000 309
3940000 310
3945000 310
3950000 313
3955000 312
3960000 309
3965000 311
3970000 312
3975000 312
3980000 313
3985000 313
3990000 312
3995000 312
4000000 312
4005000 313
4010000 314
4015000 313
4020000 311
4025000 313
4030000 313
4035000 312
4040000 311
4045000 315
4050000 314
4055000 311
4060000 312
4065000 312
4070000 313
4075000 312
4080000 313
4085000 313
4090000 313
4095000 317
4100000 316
4105000 314
4110000 313
4115000 313
4120000 314
4125000 312
4130000 310
4135000 311
4140000 310
4145000 311
4150000 313
4155000 315
4160000 317
4165000 317
4170000 319
4175000 318
4180000 320
4185000 320
4190000 320
4195000 319
4200000 318
4205000 316
4210000 319
4215000 319
4220000 318
4225000 317
4230000 318
4235000 320
4240000 320
4245000 319
4250000 317
4255000 315
4260000 317
4265000 319
4270000 317
4275000 320
4280000 320
4285000 316
4290000 315
4295000 321
4300000 319
4305000 319
4310000 317
4315000 316
4320000 320
4325000 316
4330000 318
4335000 318
4340000 316
4345000 318
4350000 317
4355000 317
4360000 319
4365000 316
4370000 316
4375000 314
4380000 312
4385000 311
4390000 309
4395000 312
4400000 313
4405000 317
4410000 317
4415000 318
4420000 317
4425000 318
4430000 318
4435000 319
4440000 319
4445000 319
4450000 320
4455000 318
4460000 318
4465000 317
4470000 315
4475000 317
4480000 315
4485000 312
4490000 311
4495000 311
4500000 313
4505000 315
4510000 316
4515000 320
4520000 322
4525000 323
4530000 320
4535000 318
4540000 317
4545000 316
4550000 316
4555000 316
4560000 314
4565000 317
4570000 318
4575000 317
4580000 315
4585000 313
4590000 312
4595000 312
4600000 310
4605000 310
4610000 308
4615000 308
4620000 306
4625000 310
4630000 311
4635000 312
4640000 312
4645000 311
4650000 310
4655000 311
4660000 313
4665000 314
4670000 315
4675000 314
4680000 314
4685000 314
4690000 314
4695000 316
4700000 315
4705000 314
4710000 313
4715000 311
4720000 316
4725000 315
4730000 313
4735000 310
4740000 311
4745000 310
4750000 308
4755000 308
4760000 308
4765000 309
4770000 309
4775000 311
4780000 309
4785000 307
4790000 305
4795000 307
4800000 308
4805000 304
4810000 306
4815000 310
4820000 310
4825000 310
4830000 309
4835000 309
4840000 310
4845000 311
4850000 311
4855000 313
4860000 312
4865000 314
4870000 315
4875000 316
4880000 316
4885000 321
4890000 316
4895000 315
4900000 317
4905000 319
4910000 317
4915000 316
4920000 318
4925000 317
4930000 315
4935000 314
4940000 315
4945000 313
4950000 314
4955000 315
4960000 317
4965000 316
4970000 317
4975000 318
4980000 314
4985000 314
4990000 312
4995000 316
5000000 320
5005000 321
5010000 320
