timestep Temp E_pair E_mol TotEng
10000 141.46985 -786.15919 733.29618 1423.0686
15000 306.1977 -844.74504 1462.2338 3811.999
20000 295.46278 -972.86166 1529.92 3639.5729
25000 298.43126 -1163.7511 1544.9007 3494.6337
30000 306.13224 -1250.2381 1492.9172 3436.5064
35000 291.99208 -1333.2997 1463.2154 3176.2209
40000 300.55623 -1483.9751 1538.7345 3190.4129
45000 292.06024 -1560.6187 1447.8355 2934.2332
50000 302.07278 -1670.139 1488.6748 2970.0113
55000 296.80136 -1727.1689 1475.3904 2844.7011
60000 301.68437 -1771.2402 1476.1832 2852.3663
65000 299.61821 -1847.2018 1415.4278 2694.0934
70000 298.05016 -1880.9036 1457.1255 2685.7301
75000 298.74705 -1937.7469 1471.2647 2650.2965
80000 299.42948 -1949.7676 1530.3922 2704.5231
85000 299.53687 -1993.5883 1486.169 2617.5994
90000 301.92565 -2048.302 1490.2995 2591.9381
95000 306.99202 -2075.1655 1504.9478 2632.5795
100000 300.81084 -2077.4557 1503.1252 2563.9794
105000 292.82991 -2064.8672 1474.6815 2464.8604
110000 298.63898 -2115.49 1499.4518 2499.6131
115000 302.40302 -2112.3413 1454.0497 2496.6293
120000 302.38594 -2212.5662 1447.5114 2389.6878
125000 298.14753 -2204.439 1431.0319 2337.117
130000 299.61556 -2227.1983 1491.4249 2390.0663
135000 307.50906 -2249.1 1445.7739 2404.8653
140000 299.71722 -2254.8889 1450.6892 2322.7007
145000 298.9111 -2253.925 1425.791 2290.3562
150000 292.55971 -2287.5744 1459.4052 2224.0581
155000 304.58175 -2318.4907 1463.4911 2322.6515
160000 302.37663 -2348.0168 1420.3918 2227.0205
165000 300.85924 -2355.0283 1465.9427 2249.7292
170000 305.03386 -2349.2132 1493.304 2326.4587
175000 298.65436 -2386.4738 1477.2988 2206.6367
180000 303.94441 -2430.7152 1458.4688 2198.7555
185000 303.41654 -2414.5052 1418.2024 2169.1919
190000 303.88883 -2438.0706 1443.6922 2176.0437
195000 303.66934 -2437.2538 1441.5915 2172.4699
200000 303.97206 -2476.7203 1521.6718 2216.2419
205000 297.98293 -2497.2184 1450.4384 2062.0267
210000 309.36833 -2478.7885 1431.3771 2180.1774
215000 296.63099 -2514.1102 1459.6355 2040.2275
220000 301.4824 -2493.1874 1454.885 2107.0138
225000 307.27099 -2534.5369 1503.5646 2174.7354
230000 303.71656 -2523.4655 1458.6464 2103.8057
235000 295.99656 -2571.2872 1444.8543 1961.6505
240000 298.85127 -2540.6877 1454.0118 2031.1901
245000 303.51673 -2550.7767 1430.0058 2045.769
250000 302.45135 -2567.6137 1397.4841 1985.2955
255000 298.24779 -2559.8129 1391.0352 1942.7924
260000 298.50593 -2580.5889 1498.4122 2032.0865
265000 297.67741 -2567.517 1492.5519 2030.6543
270000 300.79306 -2589.597 1460.3054 2008.8329
275000 298.74671 -2546.8059 1499.0769 2069.0462
280000 299.61821 -2565.8102 1461.6393 2021.6965
285000 304.23723 -2582.5443 1436.0175 2027.5301
290000 303.93958 -2581.2739 1477.8355 2067.5131
295000 301.89507 -2619.8768 1435.565 1965.3096
300000 298.27993 -2614.4916 1476.539 1973.9528
305000 298.67672 -2602.3784 1468.4236 1982.0902
310000 295.25284 -2581.9732 1471.2717 1969.6228
315000 305.57706 -2600.8301 1470.2984 2057.5034
320000 303.53007 -2605.4028 1464.2166 2025.493
325000 299.19375 -2594.4919 1496.63 2023.5771
330000 296.97327 -2600.4034 1449.8233 1947.6931
335000 298.66629 -2607.1805 1420.1357 1928.8913
340000 299.5637 -2610.0219 1445.2584 1960.5353
345000 296.14005 -2621.4981 1472.0129 1940.0952
350000 300.10232 -2646.0722 1428.9734 1913.8192
355000 302.29898 -2613.8216 1438.41 1978.4238
360000 301.57956 -2644.4195 1466.9453 1968.8556
365000 307.37928 -2642.0352 1507.397 2072.1991
370000 300.01287 -2636.2016 1437.1921 1930.9753
375000 296.96005 -2621.3207 1443.8736 1920.6882
380000 298.87171 -2654.737 1470.9513 1934.2936
385000 301.17599 -2603.3507 1475.7912 2014.5599
390000 298.09454 -2650.0567 1496.6212 1956.5356
395000 304.47488 -2602.4189 1464.7304 2038.8478
400000 303.04888 -2635.1812 1474.1672 2000.645
405000 300.82341 -2618.5253 1447.3857 1967.3015
410000 301.17392 -2619.7185 1505.1454 2027.5248
415000 301.87361 -2653.3841 1452.4981 1948.5117
