timestep Temp E_pair E_mol TotEng
10000 141.54814 -1037.6267 646.36922 874.52688
15000 306.02848 -1344.0345 1292.0377 2684.6415
20000 305.07135 -1595.6165 1296.3471 2428.8098
25000 302.4004 -1859.5789 1255.4099 2100.0255
30000 302.35291 -2080.1616 1272.3925 1896.0007
35000 302.63053 -2237.3895 1294.3633 1763.2262
40000 293.9831 -2492.4599 1284.9121 1421.3756
45000 303.28094 -2642.9046 1263.7972 1332.9612
50000 302.98797 -2769.2122 1290.367 1230.6035
55000 294.42674 -2914.3329 1250.4405 968.99815
60000 303.50347 -3055.9143 1261.2586 919.40283
65000 296.07623 -3291.4047 1264.4626 620.69893
70000 300.94988 -3359.6875 1270.3197 601.85551
75000 306.39634 -3421.5235 1279.8079 598.21222
80000 298.71419 -3477.7983 1213.1829 406.61541
85000 301.56291 -3504.7809 1236.6939 428.61826
90000 297.64987 -3614.3163 1260.2859 307.68283
95000 301.24935 -3611.2291 1225.6646 308.33674
100000 302.95352 -3743.5751 1314.3802 279.94576
105000 298.90785 -3881.2193 1308.4413 100.18463
110000 300.2053 -3948.6383 1271.6834 7.6100297
115000 300.15731 -3959.1195 1232.5485 -42.435276
120000 302.67074 -4004.8865 1231.8318 -66.44281
125000 299.77512 -4070.024 1214.4438 -174.86213
130000 302.49537 -4081.1584 1229.5281 -146.58659
135000 296.22592 -4152.1862 1276.1335 -227.07302
140000 296.1358 -4184.2837 1226.0632 -310.04682
145000 299.73538 -4268.9956 1231.849 -356.7839
150000 300.77022 -4247.9947 1256.7385 -301.63947
155000 300.605 -4300.4759 1210.44 -401.89677
160000 293.22493 -4375.5217 1273.1411 -480.23708
165000 296.65182 -4410.1859 1219.5453 -537.8524
170000 297.27319 -4409.0382 1284.7649 -465.92853
175000 297.36941 -4479.9178 1224.4795 -596.23309
180000 303.15601 -4553.3605 1290.3257 -552.08326
185000 298.79602 -4593.2821 1238.1856 -683.13392
190000 303.8143 -4604.0034 1212.7391 -674.42621
195000 296.43716 -4714.2706 1241.0205 -822.38145
200000 301.29157 -4744.4163 1226.2151 -823.92238
205000 297.97297 -4720.3029 1249.4999 -806.20053
210000 299.76674 -4786.7155 1236.2226 -869.84973
215000 309.47477 -4773.7784 1250.1239 -756.19794
220000 292.52983 -4816.6118 1210.9832 -989.70105
225000 295.36721 -4839.7544 1240.2786 -958.17522
230000 304.90762 -4828.2979 1248.4501 -853.23269
235000 305.41878 -4877.6024 1319.5881 -826.82824
240000 294.39988 -4928.9622 1290.9191 -1005.3927
245000 298.05567 -4933.2199 1251.7759 -1016.102
250000 299.45822 -4996.0118 1239.1163 -1079.0114
255000 296.5376 -5040.421 1267.5105 -1121.1436
260000 300.65836 -5066.7977 1185.1899 -1192.9915
265000 295.59826 -5087.4316 1258.6272 -1185.4376
270000 294.49909 -5079.7931 1266.2815 -1179.974
275000 298.89379 -5097.5028 1224.6408 -1200.0251
280000 293.48205 -5083.8812 1264.1678 -1195.2706
285000 302.3939 -5086.006 1222.5034 -1159.3663
290000 297.67145 -5141.0138 1197.0784 -1282.0293
295000 305.74556 -5139.8709 1169.9101 -1235.8525
300000 302.73301 -5178.4099 1238.2751 -1232.966
305000 305.84747 -5225.2774 1226.9714 -1263.2864
310000 292.15815 -5231.7969 1224.777 -1394.416
315000 298.97947 -5253.1617 1226.144 -1353.4147
320000 295.79597 -5269.3643 1179.172 -1445.0575
325000 307.34621 -5245.882 1192.1702 -1305.2897
330000 297.47621 -5290.4 1252.4621 -1377.7776
335000 303.70912 -5274.3903 1220.7623 -1337.7304
340000 296.07335 -5314.8773 1247.0852 -1420.1769
345000 303.23031 -5352.1447 1232.3688 -1408.16
350000 301.98228 -5370.3543 1240.3436 -1429.5553
355000 297.77224 -5375.1574 1223.6344 -1488.7155
360000 297.21848 -5380.1069 1228.9457 -1493.3057
365000 301.37501 -5427.9296 1267.9111 -1464.9935
370000 299.04721 -5440.8064 1286.3898 -1480.2078
375000 305.49008 -5453.0567 1210.837 -1510.396
380000 302.06954 -5483.7311 1216.37 -1566.1253
385000 290.1303 -5478.4224 1233.2788 -1650.6737
390000 299.47432 -5525.6138 1221.3454 -1626.2403
395000 302.69098 -5482.0585 1242.3944 -1532.8712
400000 303.47862 -5533.6301 1217.0645 -1602.7292
405000 299.9466 -5535.7711 1261.9419 -1591.5777
410000 291.70965 -5545.5143 1223.5335 -1713.3877
415000 297.59182 -5536.8873 1214.8062 -1660.887
420000 299.70793 -5590.856 1238.2268 -1672.5119
425000 309.3911 -5610.6524 1239.5563 -1604.3879
430000 295.83794 -5582.4498 1222.8976 -1714.042
435000 295.13759 -5615.3365 1256.4011 -1719.6881
440000 301.12703 -5595.6548 1223.7757 -1679.0716
445000 304.20637 -5577.089 1181.5015 -1675.2432
450000 306.00089 -5592.9694 1222.0807 -1634.4971
455000 304.80884 -5618.3413 1206.5891 -1686.0204
460000 297.71352 -5578.8523 1244.5063 -1672.0637
465000 301.40889 -5585.2895 1234.4782 -1655.4834
470000 299.84004 -5587.6721 1215.9304 -1690.4431
475000 292.13337 -5603.5586 1202.1512 -1789.025
480000 294.3941 -5613.1275 1248.119 -1732.4098
485000 300.83055 -5615.8503 1212.3855 -1713.3087
490000 300.23211 -5626.1338 1191.8901 -1749.4391
495000 301.2752 -5634.1012 1216.0175 -1723.9512
500000 294.61694 -5662.5061 1213.3835 -1814.5313
505000 307.19178 -5660.4105 1217.3603 -1696.0092
510000 300.62107 -5661.2965 1202.4026 -1770.6109
515000 304.14653 -5651.2278 1222.32 -1709.0987
520000 303.7206 -5623.3697 1207.4766 -1699.8928
525000 300.5865 -5654.8405 1226.1553 -1740.7114
530000 304.77037 -5609.5016 1186.2218 -1697.892
535000 302.57128 -5639.3683 1213.2914 -1720.3544
540000 299.93791 -5627.9625 1234.3576 -1711.4311
545000 299.98231 -5666.4347 1177.5616 -1806.3024
550000 303.32782 -5629.6631 1175.7381 -1741.4372
555000 302.874 -5681.7257 1217.7385 -1755.5577
560000 301.01237 -5694.2341 1261.3571 -1741.0949
565000 297.15392 -5697.9085 1192.5884 -1848.0419
570000 298.85607 -5691.4625 1133.5689 -1885.394
575000 305.10874 -5713.0012 1198.2985 -1786.2891
580000 293.60697 -5686.4304 1206.35 -1854.5206
585000 304.46915 -5670.9937 1205.8378 -1742.4618
590000 301.45025 -5716.2988 1203.4454 -1817.1555
595000 301.0287 -5709.2553 1276.7413 -1740.5858
600000 295.69541 -5721.9022 1196.8021 -1880.8646
605000 304.62275 -5718.4712 1223.268 -1771.1355
610000 304.17356 -5759.6648 1215.7168 -1823.8972
615000 304.74847 -5768.761 1233.2682 -1810.3009
620000 293.14276 -5732.0734 1217.4949 -1893.1698
625000 299.4233 -5760.2544 1216.1812 -1866.5013
630000 302.43516 -5777.1062 1176.2961 -1896.3048
635000 293.53769 -5799.1439 1246.4667 -1927.737
640000 300.36494 -5784.4305 1199.996 -1898.4419
645000 293.89051 -5790.0423 1159.4096 -2002.5374
650000 302.61356 -5780.7021 1198.175 -1876.4265
655000 306.05386 -5827.0905 1196.8237 -1893.4016
660000 290.40132 -5812.1717 1222.6239 -1992.6543
665000 301.28414 -5803.635 1255.4702 -1853.9524
670000 297.44672 -5824.705 1178.6263 -1986.1822
675000 296.29334 -5821.6392 1170.3551 -2001.7017
680000 295.58007 -5801.6535 1222.0058 -1936.4435
685000 290.21399 -5830.0246 1226.4441 -2008.3621
690000 299.09523 -5834.4378 1223.0754 -1936.7242
695000 307.48452 -5822.2465 1185.2755 -1887.3122
700000 297.7564 -5814.2561 1244.0244 -1907.5659
705000 302.94813 -5867.1447 1193.789 -1964.2632
710000 306.24361 -5866.1057 1195.2279 -1932.3158
715000 301.19393 -5889.4166 1229.6666 -1966.3443
720000 292.43652 -5868.638 1260.7963 -1992.7486
725000 300.32289 -5855.197 1211.9407 -1957.6399
730000 302.70833 -5890.0444 1204.7102 -1978.386
735000 302.06739 -5903.0196 1199.3287 -2002.4744
740000 301.93796 -5879.5803 1211.3896 -1968.1316
745000 299.82998 -5874.9846 1183.0424 -2010.7336
750000 296.88549 -5894.5509 1237.6713 -2002.0019
755000 303.16846 -5897.573 1228.1289 -1958.3813
760000 296.0721 -5878.3272 1213.0771 -2017.646
765000 301.02439 -5859.7119 1230.502 -1937.3203
770000 306.28477 -5890.1562 1277.8877 -1873.3383
775000 295.18609 -5860.6555 1209.2246 -2011.7499
780000 302.59241 -5881.9592 1202.2501 -1973.7977
785000 307.54254 -5876.2649 1234.3749 -1891.7123
790000 300.10739 -5904.1231 1183.8671 -2036.5666
795000 301.15341 -5940.4594 1211.5367 -2035.8794
800000 305.15875 -5904.4826 1212.3554 -1963.2664
805000 293.77174 -5939.4973 1205.606 -2106.8581
810000 299.19814 -5963.5371 1219.9886 -2067.99
815000 297.73942 -5922.2803 1245.617 -2014.1494
820000 303.58946 -5918.874 1218.5054 -1985.5411
825000 306.02336 -5911.1484 1224.218 -1950.338
830000 299.02254 -5918.3224 1218.5054 -2025.8289
835000 300.55409 -5941.4844 1227.958 -2025.8425
840000 301.18585 -5905.4244 1168.4812 -2043.6098
845000 297.31523 -5949.9286 1202.5203 -2088.6876
850000 296.74911 -5933.5472 1213.5291 -2066.36
855000 303.56793 -5940.4319 1204.2493 -2021.5476
860000 298.75171 -5948.4819 1238.4838 -2038.4319
865000 312.17305 -5939.0681 1198.4745 -1949.0079
870000 300.8792 -5976.3085 1163.3765 -2122.3407
875000 306.41888 -5994.3494 1182.4275 -2071.7924
880000 297.05656 -5975.0672 1190.4721 -2128.1876
885000 300.30371 -6035.9053 1192.42 -2158.0404
890000 308.04053 -6022.5916 1206.3297 -2061.6309
895000 300.54687 -6035.5254 1199.4735 -2148.4326
900000 303.0616 -6045.572 1221.4202 -2114.0446
905000 294.31804 -6007.9197 1183.5304 -2192.4708
910000 295.88031 -6026.3733 1197.7462 -2182.7381
915000 295.28284 -6057.7291 1191.4638 -2225.7192
920000 300.97312 -6021.5197 1202.861 -2127.2277
925000 303.95141 -6077.0773 1208.8194 -2150.1936
930000 300.58794 -6106.9245 1152.8033 -2266.1345
935000 299.83006 -6061.6127 1158.262 -2222.1413
940000 288.62313 -6058.7223 1213.2931 -2264.437
945000 299.13125 -6081.5756 1210.6333 -2195.982
950000 300.23158 -6067.6186 1188.2795 -2194.5391
955000 305.79916 -6099.036 1172.3683 -2192.0801
960000 299.96251 -6087.0469 1177.5045 -2227.1487
965000 296.03546 -6125.5115 1164.4307 -2313.8044
970000 296.87999 -6089.9371 1161.6076 -2273.501
975000 305.72018 -6093.0781 1184.4071 -2174.7896
980000 306.22323 -6097.8958 1176.9826 -2182.5333
985000 298.01116 -6090.8308 1201.1584 -2224.7284
990000 299.72763 -6094.7808 1189.3533 -2225.1341
995000 308.24436 -6128.2983 1181.0525 -2190.7921
1000000 296.23452 -6087.6406 1187.7236 -2250.8605
1005000 303.69848 -6134.9999 1242.0483 -2177.1492
1010000 296.57995 -6084.4297 1202.9499 -2229.3343
1015000 292.26673 -6108.0026 1211.0811 -2283.3467
1020000 301.98755 -6155.6128 1188.7701 -2266.3401
1025000 303.71926 -6143.3841 1187.3937 -2240.0021
1030000 297.74551 -6123.618 1160.3237 -2300.7259
1035000 301.81415 -6142.6358 1223.7184 -2219.9655
1040000 298.00808 -6097.6606 1183.053 -2249.6911
1045000 301.33711 -6172.0507 1220.0264 -2257.3383
1050000 297.91456 -6134.2742 1211.7192 -2258.4748
1055000 294.6819 -6126.6477 1242.596 -2248.8795
1060000 300.58663 -6120.4555 1167.7868 -2264.6937
