timestep Temp E_pair E_mol TotEng
10000 142.59583 -477.23868 515.40917 1100.7982
15000 303.16801 -545.95939 1073.1676 2786.4238
20000 300.35692 -657.1146 1091.6175 2672.7702
25000 291.07889 -743.1276 1069.7229 2495.7225
30000 296.46618 -854.0833 1063.5419 2418.732
35000 298.60188 -991.76902 1002.0403 2235.46
40000 303.43072 -1061.1973 1031.9406 2231.9166
45000 295.41767 -1131.5907 1055.0833 2124.9525
50000 304.38426 -1167.6618 1085.139 2185.7563
55000 301.14026 -1223.0865 1093.3872 2114.4055
60000 299.9183 -1295.5526 1071.9576 2011.4037
65000 299.79803 -1371.8089 1064.4313 1926.7249
70000 298.15036 -1428.7454 1064.7301 1857.8086
75000 298.77467 -1450.5704 1062.9782 1838.8842
80000 301.95243 -1506.1554 1043.0623 1787.0639
85000 309.60444 -1589.0572 1063.8615 1781.9843
90000 304.65104 -1646.6572 1032.5703 1656.1804
95000 300.40779 -1679.8835 1053.6004 1612.3633
100000 298.29399 -1739.4837 1037.7363 1521.1469
105000 312.01907 -1793.4014 1034.8838 1566.6563
110000 300.41336 -1831.8862 1095.252 1502.0538
115000 297.32571 -1881.2576 1019.1028 1353.5238
120000 302.94722 -1894.8911 1053.8342 1416.5134
125000 300.14361 -1918.1433 1033.0856 1351.62
130000 300.44309 -1944.5547 1061.1772 1355.5319
135000 294.51461 -2012.5308 1005.8943 1188.0938
140000 299.75835 -2037.8825 1048.1779 1244.1022
145000 295.28097 -2044.9707 1013.7608 1169.2313
150000 303.93563 -2065.1502 1030.3819 1230.1676
155000 302.87848 -2059.0085 1064.8464 1262.8959
160000 294.3701 -2097.6646 1032.9829 1128.9717
165000 303.51772 -2133.1418 1002.3796 1131.0594
170000 295.97879 -2118.7125 1088.4996 1175.4286
175000 299.93138 -2131.2648 1003.5676 1107.3989
180000 295.07039 -2162.9619 1057.6034 1093.5134
185000 299.89921 -2184.5771 1061.5448 1111.8241
190000 300.28694 -2174.435 1043.1138 1106.4246
195000 299.00464 -2205.1554 1040.6207 1063.6554
200000 299.67459 -2208.7849 1059.4069 1083.8046
205000 297.33618 -2224.4083 983.93264 975.2811
210000 296.79428 -2186.9147 1037.6844 1062.4882
215000 303.00952 -2225.6005 1072.7823 1105.2164
220000 309.72157 -2216.5722 1026.786 1118.2667
225000 301.60083 -2248.1662 1032.8957 1032.2665
230000 305.46988 -2258.9237 1023.3865 1040.8321
235000 296.47606 -2255.6411 1003.3864 957.09237
240000 294.88298 -2286.6234 1015.709 926.56098
245000 303.95474 -2294.572 1026.9455 997.45189
250000 305.54314 -2318.3678 979.83052 938.37787
255000 307.46189 -2316.0181 997.71546 972.91107
260000 304.76728 -2303.5897 1070.0404 1037.5841
265000 306.36844 -2304.6231 1038.9105 1017.3527
270000 299.13347 -2298.4341 1001.1315 931.84761
275000 301.8543 -2311.6741 1038.3791 976.13074
280000 304.74763 -2353.3371 994.8747 912.5246
285000 301.40428 -2364.7785 1016.7195 898.01328
290000 298.26285 -2377.0406 1028.8758 874.49751
295000 300.67712 -2390.238 1068.5743 918.98977
300000 309.16071 -2388.9028 1049.5179 964.48845
305000 307.35645 -2376.1477 1057.5442 971.82451
310000 303.63127 -2385.3405 991.72494 869.0523
315000 298.70117 -2391.9607 1048.4707 882.43854
320000 290.81013 -2368.4608 1021.6441 820.30769
325000 303.37089 -2381.1613 1006.9027 886.46887
330000 309.99779 -2380.0809 1012.6871 942.71748
335000 297.62336 -2374.6109 1021.7917 865.07761
340000 299.1817 -2378.9468 1026.1297 876.6925
345000 299.65297 -2400.368 1021.693 854.34646
350000 298.41041 -2336.8145 1010.9359 897.88322
355000 296.16385 -2359.9515 1032.4011 879.46997
360000 293.25135 -2381.3243 999.29581 803.28795
365000 302.97042 -2375.8155 996.11264 878.04029
370000 304.04779 -2356.4577 1035.4748 944.78891
375000 303.15917 -2408.0933 1061.1438 912.20024
380000 296.65496 -2395.2523 1033.8946 849.32252
385000 299.06376 -2407.8539 1007.3717 828.14848
390000 301.83527 -2421.3437 1031.0974 859.03777
395000 303.8254 -2414.4384 1016.0075 865.68356
400000 301.95497 -2380.6816 1005.4697 874.96412
405000 300.00927 -2396.6949 1046.3768 885.35854
410000 295.08716 -2408.9468 1041.4207 831.4708
415000 298.78472 -2407.8107 988.92897 807.66953
420000 299.08963 -2422.4136 1073.116 879.52575
425000 301.14431 -2431.2472 1020.7845 833.67226
430000 304.97356 -2441.3595 1023.9004 855.21158
435000 296.312 -2448.6864 1025.4551 784.89321
440000 290.36861 -2415.4981 1013.4487 761.78482
445000 299.98204 -2437.463 1035.4513 833.46197
450000 300.89835 -2426.4511 1019.5119 835.36287
455000 303.06469 -2378.4697 1042.483 922.45905
460000 298.76178 -2408.6852 1064.475 882.17008
465000 296.79422 -2412.1842 1020.5209 820.05463
470000 297.72959 -2427.732 1047.2197 838.17602
475000 299.95785 -2457.9258 1010.2684 787.63599
480000 300.59877 -2462.1538 1015.3015 793.21733
485000 297.39602 -2459.7158 1022.0559 778.54271
490000 298.4227 -2412.4709 1031.2399 842.62245
495000 301.73526 -2477.7158 1054.1285 824.95136
500000 300.91027 -2455.7021 1043.285 829.97385
505000 290.07613 -2495.3052 1036.1572 702.5067
510000 298.67298 -2497.724 1028.1793 756.17393
515000 303.2271 -2516.9403 1040.7555 783.47123
520000 303.14242 -2500.8081 1066.4347 824.65151
525000 298.12371 -2541.297 1046.9668 727.29517
530000 292.29717 -2552.6003 1014.5764 640.18194
535000 296.32668 -2548.1312 1073.9829 734.08557
540000 287.56957 -2513.2976 1036.1673 665.84537
545000 302.73036 -2507.0776 1000.8833 749.75999
550000 305.00389 -2483.5173 1027.0121 816.39138
555000 302.36916 -2514.6761 1034.3976 772.98409
560000 315.72564 -2539.11 992.69 806.3754
565000 295.28468 -2540.38 1029.63 689.7188
570000 306.84096 -2575.6516 1062.7436 773.67847
575000 304.32014 -2534.7381 991.95546 725.01868
580000 293.60228 -2579.8463 1033.0459 641.13115
585000 300.79929 -2567.7447 1014.5086 688.32778
590000 299.93846 -2535.6797 996.20675 695.67606
595000 302.67509 -2555.7034 1024.9121 724.75108
600000 305.9467 -2502.1996 986.63152 764.35447
605000 296.80397 -2513.9117 1033.6768 731.55567
610000 309.69679 -2534.512 1048.4432 821.79942
615000 308.21938 -2515.6439 1011.7939 793.00862
620000 303.70269 -2548.3583 1059.6267 774.46845
625000 303.99257 -2551.1078 1026.8184 741.07085
630000 296.14143 -2527.823 1047.0003 726.03069
635000 292.84068 -2540.2777 1025.9502 667.92867
640000 297.71765 -2516.4179 989.05458 691.23609
645000 307.18893 -2528.6032 994.50891 755.08538
650000 301.4359 -2540.7441 1056.3174 761.88117
655000 313.64075 -2552.1246 1031.1627 816.29688
660000 310.01067 -2533.1752 972.80732 749.83947
665000 293.17666 -2514.0732 1014.9164 685.60307
