timestep c_coords2
2240000 382
2245000 380
2250000 386
2255000 397
2260000 389
2265000 393
2270000 385
2275000 387
2280000 387
2285000 379
2290000 386
2295000 385
2300000 389
2305000 393
2310000 390
2315000 395
2320000 396
2325000 390
2330000 398
2335000 393
2340000 398
2345000 385
2350000 388
2355000 388
2360000 386
2365000 385
2370000 384
2375000 382
2380000 381
2385000 380
2390000 382
2395000 381
2400000 386
2405000 386
2410000 385
2415000 386
2420000 387
2425000 380
2430000 389
2435000 384
2440000 387
2445000 385
2450000 379
2455000 383
2460000 379
2465000 381
2470000 387
2475000 382
2480000 387
2485000 384
2490000 387
2495000 388
2500000 384
2505000 386
2510000 386
2515000 389
2520000 385
2525000 390
2530000 386
2535000 383
2540000 391
2545000 394
2550000 391
2555000 391
2560000 394
2565000 392
2570000 393
2575000 389
2580000 390
2585000 389
2590000 384
2595000 389
2600000 387
2605000 392
2610000 391
2615000 398
2620000 394
2625000 397
2630000 390
2635000 391
2640000 385
2645000 387
2650000 388
2655000 394
2660000 392
2665000 390
2670000 385
2675000 390
2680000 387
2685000 387
2690000 385
2695000 377
2700000 385
2705000 386
2710000 382
2715000 387
2720000 384
2725000 383
2730000 383
2735000 379
2740000 386
2745000 389
2750000 391
2755000 385
2760000 385
2765000 385
2770000 389
2775000 388
2780000 383
2785000 379
2790000 381
2795000 383
2800000 385
2805000 375
2810000 377
2815000 379
2820000 388
2825000 386
2830000 391
2835000 389
2840000 387
2845000 384
2850000 387
2855000 389
2860000 386
2865000 392
2870000 388
2875000 386
2880000 384
2885000 381
2890000 381
2895000 378
2900000 379
2905000 379
2910000 378
2915000 383
2920000 380
2925000 378
2930000 379
2935000 377
2940000 388
2945000 377
2950000 377
2955000 376
2960000 384
2965000 383
2970000 383
2975000 383
2980000 389
2985000 389
2990000 382
2995000 394
3000000 396
3005000 388
3010000 386
3015000 385
3020000 386
3025000 385
3030000 389
3035000 385
3040000 384
3045000 390
3050000 387
3055000 385
3060000 386
3065000 379
3070000 383
3075000 384
3080000 381
3085000 380
3090000 378
3095000 382
3100000 378
3105000 384
3110000 380
3115000 379
3120000 389
3125000 391
3130000 385
3135000 393
3140000 386
3145000 389
3150000 388
3155000 392
3160000 387
3165000 391
3170000 391
3175000 388
3180000 393
3185000 384
3190000 387
3195000 392
3200000 390
3205000 395
3210000 388
3215000 393
3220000 391
3225000 395
3230000 396
3235000 396
3240000 389
3245000 384
3250000 385
3255000 390
3260000 383
3265000 389
3270000 389
3275000 392
3280000 386
3285000 389
3290000 391
3295000 389
3300000 387
3305000 386
3310000 378
3315000 384
3320000 384
3325000 389
3330000 391
3335000 390
3340000 391
3345000 383
3350000 379
3355000 386
3360000 389
3365000 382
3370000 387
3375000 382
3380000 384
3385000 384
3390000 387
3395000 392
3400000 393
3405000 388
3410000 390
3415000 386
3420000 381
3425000 378
3430000 384
3435000 386
3440000 380
3445000 387
3450000 400
3455000 400
3460000 397
3465000 395
3470000 400
3475000 393
3480000 384
3485000 385
3490000 391
3495000 393
3500000 392
3505000 388
3510000 390
3515000 390
3520000 391
3525000 391
3530000 388
3535000 387
3540000 381
3545000 381
3550000 386
3555000 387
3560000 381
3565000 376
3570000 376
3575000 382
3580000 384
3585000 383
3590000 389
3595000 385
3600000 390
3605000 389
3610000 383
3615000 378
3620000 388
3625000 386
3630000 387
3635000 389
3640000 394
3645000 390
3650000 386
3655000 390
3660000 387
3665000 385
3670000 392
3675000 393
3680000 388
3685000 390
3690000 388
3695000 387
3700000 382
3705000 381
3710000 381
3715000 389
3720000 384
3725000 383
3730000 384
3735000 387
3740000 388
3745000 385
3750000 385
3755000 386
3760000 385
3765000 383
3770000 392
3775000 388
3780000 388
3785000 382
3790000 391
3795000 391
3800000 384
3805000 387
3810000 384
3815000 388
3820000 393
3825000 393
3830000 387
3835000 384
3840000 384
3845000 384
3850000 388
3855000 389
3860000 387
3865000 391
3870000 387
3875000 385
3880000 385
3885000 392
3890000 385
3895000 392
3900000 394
3905000 391
3910000 382
3915000 380
3920000 381
3925000 380
3930000 384
3935000 391
3940000 387
3945000 386
3950000 387
3955000 384
3960000 390
3965000 388
3970000 393
3975000 394
3980000 387
3985000 388
3990000 386
3995000 390
4000000 387
4005000 387
4010000 388
4015000 384
4020000 384
4025000 387
4030000 385
4035000 392
4040000 392
4045000 392
4050000 385
4055000 383
4060000 388
4065000 389
4070000 386
4075000 386
4080000 385
4085000 391
4090000 395
4095000 387
4100000 386
4105000 381
4110000 383
4115000 381
4120000 380
4125000 380
4130000 376
4135000 382
4140000 384
4145000 384
4150000 385
4155000 386
4160000 385
4165000 390
4170000 384
4175000 389
4180000 384
4185000 395
4190000 394
4195000 395
4200000 384
4205000 386
4210000 387
4215000 392
4220000 388
4225000 387
4230000 389
4235000 381
4240000 386
4245000 388
4250000 382
4255000 380
4260000 382
4265000 383
4270000 382
4275000 389
4280000 380
4285000 384
4290000 390
4295000 387
4300000 383
4305000 385
4310000 387
4315000 389
4320000 389
4325000 392
4330000 390
4335000 389
4340000 386
4345000 382
4350000 383
4355000 385
4360000 388
4365000 391
4370000 391
4375000 393
4380000 393
4385000 392
4390000 390
4395000 397
4400000 393
4405000 398
4410000 401
4415000 389
4420000 399
4425000 392
4430000 387
4435000 392
4440000 389
4445000 386
4450000 380
4455000 392
4460000 387
4465000 392
4470000 389
4475000 378
4480000 379
4485000 379
4490000 383
4495000 392
4500000 383
4505000 385
4510000 386
4515000 387
4520000 397
4525000 388
4530000 393
4535000 385
4540000 389
4545000 391
4550000 390
4555000 389
4560000 384
4565000 381
4570000 385
4575000 387
4580000 386
4585000 384
4590000 384
4595000 386
4600000 382
4605000 388
4610000 385
4615000 384
4620000 382
4625000 384
4630000 388
4635000 391
4640000 384
4645000 387
4650000 391
4655000 383
4660000 384
4665000 382
4670000 384
4675000 385
4680000 389
4685000 388
4690000 391
4695000 393
4700000 393
4705000 392
4710000 391
4715000 387
4720000 384
4725000 388
4730000 394
4735000 388
4740000 389
4745000 386
4750000 384
4755000 390
4760000 384
4765000 392
4770000 390
4775000 383
4780000 386
4785000 385
4790000 386
4795000 390
4800000 383
4805000 390
4810000 385
4815000 387
4820000 384
4825000 384
4830000 387
4835000 388
4840000 386
4845000 388
4850000 388
4855000 392
4860000 384
4865000 394
4870000 392
4875000 390
4880000 385
4885000 388
4890000 384
4895000 381
4900000 388
4905000 386
4910000 392
4915000 396
4920000 392
4925000 389
4930000 395
4935000 396
4940000 393
4945000 388
4950000 388
4955000 390
4960000 389
4965000 381
4970000 374
4975000 383
4980000 381
4985000 387
4990000 380
4995000 387
5000000 383
5005000 386
5010000 391
