timestep c_coords
1530000 369
1535000 362
1540000 363
1545000 366
1550000 365
1555000 363
1560000 363
1565000 365
1570000 365
1575000 369
1580000 368
1585000 366
1590000 363
1595000 362
1600000 366
1605000 365
1610000 366
1615000 366
1620000 366
1625000 365
1630000 365
1635000 362
1640000 365
1645000 366
1650000 366
1655000 370
1660000 370
1665000 368
1670000 370
1675000 375
1680000 370
1685000 370
1690000 368
1695000 365
1700000 364
1705000 365
1710000 363
1715000 362
1720000 364
1725000 363
1730000 366
1735000 366
1740000 367
1745000 365
1750000 364
1755000 364
1760000 363
1765000 362
1770000 359
1775000 365
1780000 367
1785000 370
1790000 369
1795000 367
1800000 368
1805000 367
1810000 366
1815000 368
1820000 368
1825000 369
1830000 370
1835000 369
1840000 366
1845000 366
1850000 366
1855000 369
1860000 370
1865000 367
1870000 366
1875000 362
1880000 366
1885000 363
1890000 368
1895000 371
1900000 368
1905000 371
1910000 371
1915000 371
1920000 366
1925000 370
1930000 371
1935000 369
1940000 375
1945000 367
1950000 366
1955000 369
1960000 368
1965000 364
1970000 371
1975000 370
1980000 367
1985000 370
1990000 370
1995000 370
2000000 368
2005000 368
2010000 366
2015000 369
2020000 367
2025000 366
2030000 366
2035000 364
2040000 365
2045000 367
2050000 369
2055000 366
2060000 368
2065000 366
2070000 369
2075000 365
2080000 364
2085000 365
2090000 365
2095000 368
2100000 372
2105000 368
2110000 368
2115000 372
2120000 369
2125000 369
2130000 368
2135000 370
2140000 369
2145000 364
2150000 364
2155000 368
2160000 370
2165000 369
2170000 370
2175000 370
2180000 366
2185000 365
2190000 367
2195000 366
2200000 368
2205000 369
2210000 363
2215000 372
2220000 370
2225000 368
2230000 369
2235000 366
2240000 364
2245000 364
2250000 364
2255000 368
2260000 368
2265000 368
2270000 366
2275000 367
2280000 366
2285000 363
2290000 371
2295000 368
2300000 372
2305000 369
2310000 367
2315000 366
2320000 374
2325000 369
2330000 367
2335000 367
2340000 368
2345000 367
2350000 364
2355000 364
2360000 366
2365000 369
2370000 368
2375000 366
2380000 368
2385000 367
2390000 367
2395000 367
2400000 367
2405000 367
2410000 371
2415000 370
2420000 366
2425000 365
2430000 363
2435000 364
2440000 368
2445000 369
2450000 363
2455000 367
2460000 366
2465000 366
2470000 368
2475000 368
2480000 366
2485000 367
2490000 370
2495000 365
2500000 368
2505000 362
2510000 366
2515000 365
2520000 367
2525000 369
2530000 368
2535000 365
2540000 368
2545000 370
2550000 369
2555000 370
2560000 366
2565000 367
2570000 365
2575000 369
2580000 368
2585000 366
2590000 368
2595000 360
2600000 369
2605000 371
2610000 369
2615000 371
2620000 371
2625000 371
2630000 371
2635000 369
2640000 368
2645000 368
2650000 370
2655000 370
2660000 371
2665000 370
2670000 370
2675000 369
2680000 369
2685000 366
2690000 367
2695000 367
2700000 365
2705000 361
2710000 366
2715000 363
2720000 367
2725000 362
2730000 368
2735000 368
2740000 369
2745000 374
2750000 365
2755000 371
2760000 368
2765000 368
2770000 366
2775000 366
2780000 364
2785000 363
2790000 364
2795000 368
2800000 364
2805000 358
2810000 360
2815000 364
2820000 366
2825000 366
2830000 368
2835000 371
2840000 367
2845000 366
2850000 368
2855000 364
2860000 366
2865000 370
2870000 372
2875000 367
2880000 367
2885000 367
2890000 362
2895000 362
2900000 360
2905000 362
2910000 359
2915000 364
2920000 366
2925000 364
2930000 362
2935000 366
2940000 367
2945000 364
2950000 360
2955000 362
2960000 366
2965000 369
2970000 372
2975000 367
2980000 371
2985000 366
2990000 363
2995000 368
3000000 370
3005000 369
3010000 368
3015000 366
3020000 367
3025000 365
3030000 370
3035000 363
3040000 365
3045000 368
3050000 366
3055000 368
3060000 364
3065000 365
3070000 364
3075000 365
3080000 360
3085000 361
3090000 361
3095000 365
3100000 364
3105000 369
3110000 365
3115000 362
3120000 367
3125000 369
3130000 368
3135000 368
3140000 365
3145000 368
3150000 369
3155000 369
3160000 372
3165000 370
3170000 372
3175000 370
3180000 368
3185000 365
3190000 366
3195000 367
3200000 371
3205000 369
3210000 366
3215000 368
3220000 369
3225000 374
3230000 373
3235000 370
3240000 367
3245000 369
3250000 372
3255000 370
3260000 367
3265000 369
3270000 369
3275000 372
3280000 364
3285000 367
3290000 366
3295000 369
3300000 366
3305000 363
3310000 362
3315000 367
3320000 365
3325000 368
3330000 363
3335000 371
3340000 371
3345000 369
3350000 366
3355000 369
3360000 366
3365000 364
3370000 362
3375000 366
3380000 366
3385000 368
3390000 369
3395000 369
3400000 370
3405000 367
3410000 366
3415000 367
3420000 363
3425000 363
3430000 366
3435000 370
3440000 365
3445000 368
3450000 373
3455000 378
3460000 372
3465000 366
3470000 368
3475000 368
3480000 369
3485000 368
3490000 374
3495000 372
3500000 372
3505000 371
3510000 369
3515000 371
3520000 368
3525000 372
3530000 368
3535000 370
3540000 367
3545000 363
3550000 364
3555000 368
3560000 361
3565000 361
3570000 362
3575000 366
3580000 362
3585000 369
3590000 366
3595000 369
3600000 366
3605000 368
3610000 367
3615000 364
3620000 367
3625000 368
3630000 368
3635000 371
3640000 373
3645000 368
3650000 368
3655000 366
3660000 360
3665000 365
3670000 364
3675000 367
3680000 369
3685000 370
3690000 365
3695000 366
3700000 360
3705000 367
3710000 362
3715000 369
3720000 371
3725000 364
3730000 367
3735000 364
3740000 363
3745000 363
3750000 368
3755000 367
3760000 364
3765000 365
3770000 370
3775000 369
3780000 369
3785000 369
3790000 366
3795000 368
3800000 368
3805000 366
3810000 364
3815000 369
3820000 366
3825000 369
3830000 366
3835000 369
3840000 363
3845000 366
3850000 367
3855000 367
3860000 371
3865000 369
3870000 370
3875000 367
3880000 366
3885000 367
3890000 367
3895000 371
3900000 368
3905000 370
3910000 367
3915000 363
3920000 358
3925000 363
3930000 366
3935000 366
3940000 363
3945000 365
3950000 365
3955000 364
3960000 367
3965000 370
3970000 368
3975000 371
3980000 370
3985000 366
3990000 366
3995000 367
4000000 366
4005000 364
4010000 368
4015000 370
4020000 367
4025000 369
4030000 367
4035000 369
4040000 368
4045000 372
4050000 367
4055000 367
4060000 367
4065000 367
4070000 369
4075000 369
4080000 365
4085000 368
4090000 371
4095000 365
4100000 368
4105000 367
4110000 365
4115000 367
4120000 367
4125000 363
4130000 365
4135000 366
4140000 364
4145000 363
4150000 367
4155000 367
4160000 369
4165000 365
4170000 366
4175000 366
4180000 366
4185000 368
4190000 370
4195000 370
4200000 363
4205000 370
4210000 370
4215000 372
4220000 368
4225000 369
4230000 371
4235000 369
4240000 364
4245000 370
4250000 362
4255000 365
4260000 364
4265000 367
4270000 364
4275000 364
4280000 362
4285000 367
4290000 367
4295000 364
4300000 366
4305000 369
4310000 369
4315000 368
4320000 367
4325000 368
4330000 370
4335000 371
4340000 367
4345000 368
4350000 364
4355000 367
4360000 368
4365000 370
4370000 367
4375000 371
4380000 369
4385000 375
4390000 366
4395000 368
4400000 374
4405000 372
4410000 372
4415000 368
4420000 370
4425000 370
4430000 373
4435000 369
4440000 370
4445000 368
4450000 367
4455000 368
4460000 369
4465000 368
4470000 365
4475000 364
4480000 364
4485000 365
4490000 364
4495000 369
4500000 365
4505000 366
4510000 365
4515000 366
4520000 370
4525000 368
4530000 367
4535000 370
4540000 368
4545000 366
4550000 371
4555000 370
4560000 366
4565000 368
4570000 365
4575000 365
4580000 364
4585000 364
4590000 364
4595000 363
4600000 361
4605000 368
4610000 370
4615000 368
4620000 366
4625000 368
4630000 369
4635000 366
4640000 365
4645000 367
4650000 372
4655000 367
4660000 365
4665000 368
4670000 365
4675000 365
4680000 367
4685000 370
4690000 370
4695000 368
4700000 371
4705000 364
4710000 368
4715000 371
4720000 365
4725000 367
4730000 369
4735000 367
4740000 369
4745000 369
4750000 374
4755000 370
4760000 366
4765000 366
4770000 370
4775000 366
4780000 367
4785000 371
4790000 369
4795000 364
4800000 367
4805000 369
4810000 369
4815000 367
4820000 368
4825000 370
4830000 362
4835000 368
4840000 369
4845000 366
4850000 364
4855000 367
4860000 365
4865000 366
4870000 372
4875000 367
4880000 368
4885000 368
4890000 366
4895000 366
4900000 367
4905000 368
4910000 369
4915000 373
4920000 373
4925000 369
4930000 370
4935000 370
4940000 368
4945000 368
4950000 369
4955000 367
4960000 367
4965000 364
4970000 363
4975000 365
4980000 368
4985000 368
4990000 368
4995000 363
5000000 366
5005000 366
5010000 367
