timestep Temp E_pair E_mol TotEng
10000 140.96103 -1060.6488 627.19727 827.08269
15000 305.95454 -1308.1019 1248.2648 2676.1401
20000 295.19785 -1639.8502 1340.7655 2340.7014
25000 299.57163 -1964.0313 1285.0072 1999.8743
30000 300.3073 -2368.1077 1290.4425 1607.8119
35000 300.9175 -2571.8385 1292.9571 1412.0523
40000 294.12012 -2739.9474 1254.5299 1144.7311
45000 297.02153 -2963.0984 1267.0188 960.01473
50000 305.45147 -3113.4823 1292.5388 910.53486
55000 294.44467 -3268.1908 1276.6966 641.55675
60000 298.32008 -3472.7873 1251.3775 446.29665
65000 304.87706 -3567.215 1316.4789 475.60563
70000 301.28737 -3648.8347 1269.8799 315.28645
75000 292.47566 -3820.4397 1287.3197 82.32318
80000 304.53247 -3935.052 1177.8175 -33.974113
85000 296.34612 -4084.5806 1241.943 -192.58314
90000 301.51992 -4205.112 1283.2585 -225.53275
95000 300.50384 -4248.9013 1280.8084 -280.85829
100000 299.68713 -4344.227 1251.2186 -413.07716
105000 296.34909 -4398.6167 1209.7694 -538.76627
110000 307.4551 -4500.2025 1219.1257 -531.68103
115000 301.94418 -4525.3922 1210.8262 -614.45133
120000 294.72988 -4543.4845 1261.9357 -645.94745
125000 300.96485 -4629.9999 1212.4318 -726.21101
130000 301.28127 -4693.8763 1242.2803 -757.40924
135000 308.87721 -4762.8364 1231.8095 -768.91403
140000 302.63499 -4793.7711 1261.1844 -826.29446
145000 301.80622 -4889.8738 1310.2854 -880.70733
150000 300.86454 -4915.5166 1234.7611 -990.29535
155000 290.4146 -5012.5897 1216.7508 -1198.8266
160000 296.56741 -5037.7558 1246.5657 -1139.1567
165000 304.5282 -5067.795 1265.206 -1079.3668
170000 300.00148 -5047.9202 1253.8945 -1111.2834
175000 297.19061 -5098.4993 1277.0492 -1163.8438
180000 296.49531 -5177.1192 1222.1615 -1303.5691
185000 302.66889 -5152.6975 1232.6613 -1213.4408
190000 293.10493 -5234.7283 1260.0074 -1353.6506
195000 298.51311 -5226.0687 1291.9386 -1264.6974
200000 302.74009 -5241.923 1270.0773 -1264.6136
205000 308.46464 -5283.3043 1222.6797 -1302.2011
210000 302.01545 -5378.3298 1227.371 -1450.2068
215000 302.4546 -5406.0062 1207.2729 -1494.0542
220000 305.96653 -5477.702 1210.9215 -1530.6962
225000 304.78283 -5528.902 1246.8745 -1556.5283
230000 301.31604 -5496.9067 1192.6616 -1609.7476
235000 302.22809 -5513.5915 1210.5311 -1600.4068
240000 289.46154 -5527.9687 1226.4507 -1713.0285
245000 297.85854 -5572.0543 1222.751 -1685.724
250000 306.24413 -5615.4065 1230.5654 -1646.2743
255000 295.84265 -5693.2357 1220.6328 -1827.0507
260000 304.41928 -5746.4867 1249.857 -1774.3815
265000 302.0331 -5739.0308 1233.6725 -1804.4484
270000 304.70018 -5719.9612 1219.6472 -1775.5539
275000 299.11797 -5785.2017 1246.849 -1863.5111
280000 304.85858 -5769.7641 1244.2852 -1799.3024
285000 294.24135 -5792.8671 1220.7225 -1940.912
290000 297.34814 -5789.8727 1221.506 -1909.3517
295000 299.87443 -5803.3446 1264.6449 -1857.0936
300000 301.71388 -5821.7951 1270.8983 -1852.8416
305000 306.8019 -5886.4709 1187.647 -1955.2694
310000 305.54321 -5891.7774 1274.6737 -1884.8049
315000 304.07289 -5899.2586 1198.0821 -1982.0258
320000 297.68644 -5938.4167 1234.9505 -2041.426
325000 300.29835 -5910.5646 1249.2466 -1975.921
330000 303.02574 -5964.6111 1193.5043 -2061.3203
335000 301.09084 -5958.7859 1258.0954 -2008.2067
340000 303.17581 -5996.1873 1266.8227 -2018.2362
345000 296.28362 -6025.131 1202.0542 -2173.5812
350000 299.97744 -6111.0304 1197.9321 -2230.5709
355000 296.08629 -6146.3511 1193.9299 -2304.6903
360000 294.28465 -6133.8111 1232.0125 -2270.1786
365000 306.49715 -6107.9299 1239.1436 -2127.9569
370000 307.31467 -6171.1037 1169.3351 -2253.6286
375000 295.37993 -6230.6689 1230.2224 -2359.0322
380000 300.67677 -6209.698 1182.4768 -2338.4402
385000 299.53735 -6199.5625 1215.4389 -2305.5318
390000 304.831 -6226.6744 1206.0961 -2294.6484
395000 306.20432 -6249.6787 1203.5925 -2307.8754
400000 303.52242 -6265.093 1227.5366 -2323.3284
405000 305.76081 -6279.5264 1226.8255 -2318.4562
410000 301.84081 -6264.7877 1223.9038 -2341.6935
415000 304.808 -6245.1787 1277.3115 -2242.1429
420000 298.12874 -6276.3009 1193.3857 -2416.9197
425000 304.73424 -6244.211 1197.1332 -2322.0132
430000 296.79914 -6325.4299 1233.6641 -2437.6603
435000 289.55745 -6327.3502 1249.0313 -2488.9717
440000 297.18439 -6354.5 1220.9888 -2475.9605
445000 300.96358 -6326.3365 1189.0718 -2445.9189
450000 291.43456 -6327.5786 1207.91 -2513.5354
455000 297.66887 -6366.2366 1198.445 -2505.9085
460000 302.95826 -6362.3067 1237.5726 -2415.551
465000 296.41386 -6353.8703 1163.0283 -2540.1817
470000 295.23391 -6374.9514 1179.769 -2555.0738
475000 304.82848 -6405.9219 1232.6945 -2447.32
480000 295.39649 -6409.2817 1206.4409 -2561.2784
485000 303.63878 -6388.0214 1216.7149 -2456.0379
490000 296.75369 -6389.4239 1284.6166 -2451.1082
495000 300.4997 -6401.6203 1190.5606 -2523.8621
500000 297.67249 -6423.2802 1204.549 -2556.8157
505000 296.06763 -6459.8467 1181.9961 -2630.2865
510000 302.16813 -6450.9925 1162.6423 -2586.2329
515000 301.28004 -6474.6782 1245.9181 -2534.5844
520000 292.08584 -6456.0709 1253.7708 -2590.3428
525000 296.57875 -6468.8308 1186.7906 -2629.9054
530000 298.00972 -6474.824 1174.117 -2635.7759
535000 300.04743 -6503.209 1185.8643 -2634.1914
540000 302.20127 -6497.2057 1221.2073 -2573.5846
545000 303.31586 -6509.3636 1163.6549 -2633.3277
550000 296.47899 -6518.0683 1245.4119 -2621.4138
555000 303.27688 -6499.5132 1200.4978 -2586.9831
560000 290.51557 -6499.8538 1208.4115 -2693.5271
565000 297.63971 -6552.8236 1210.6016 -2680.5997
570000 289.75975 -6590.4158 1208.4413 -2790.8182
575000 301.91253 -6615.1553 1174.8746 -2740.4489
580000 297.98271 -6631.7388 1205.3388 -2761.7105
585000 305.69494 -6624.2365 1155.9182 -2734.6627
590000 298.3511 -6649.9816 1189.2473 -2792.7504
595000 301.51384 -6609.7992 1187.5144 -2726.0184
600000 305.20156 -6605.2584 1183.1224 -2692.8924
605000 299.99762 -6635.4394 1166.2467 -2786.4849
610000 306.66751 -6636.607 1244.2013 -2650.0529
615000 297.49544 -6658.2324 1199.0792 -2798.821
620000 305.24114 -6696.9905 1192.4243 -2774.9686
